page|69
项目|附注|2021 年度|2020 年度
一、营业总收入||1,284,302,559.30|1,292,840,218.40
其中：营业收入|（三十四）|1,284,302,559.30|1,292,840,218.40
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,271,518,238.67|1,322,068,840.99
其中：营业成本|（三十四）|866,861,401.61|872,402,301.75
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|（三十五）|6,400,622.05|5,444,114.88
销售费用|（三十六）|332,306,509.22|380,739,557.26
管理费用|（三十七）|90,650,506.21|105,068,178.40
研发费用|||
财务费用|（三十八）|-24,700,800.42|-41,585,311.30
其中：利息费用||7,034,959.76|
利息收入||32,053,710.97|41,950,076.33
加：其他收益|（三十九）|973,101.85|13,753,532.98
|投资收益（损失以“－”号填列）  （四十）|22,694,285.81|44,414,632.64
其中：对联营企业和合营企业的投资收益||1,196,947.44|508,412.67
以摊余成本计量的金融资产终止确认收益|||
page|70
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|（四十一）|3,773,497.24|-37,284,653.80
信用减值损失（损失以“-”号填列）|（四十二）|-4,994,388.29|-13,810,692.52
资产减值损失（损失以“-”号填列）|（四十三）|-4,564,771.37|-263,500,039.82
资产处置收益（损失以“－”号填列）|（四十四）|146,393.86|-178,242.58
三、营业利润（亏损以“－”号填列）||30,812,439.73|-285,834,085.69
加：营业外收入|（四十五）|3,505,274.26|2,203,857.79
减：营业外支出|（四十六）|201,847.58|718,497.39
四、利润总额（亏损总额以“－”号填列）||34,115,866.41|-284,348,725.29
减：所得税费用|（四十七）|1,034,844.14|7,050,536.68
五、净利润（净亏损以“－”号填列）||33,081,022.27|-291,399,261.97
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||33,081,022.27|-291,399,261.97
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||33,409,095.84|-291,363,218.19
2.少数股东损益（净亏损以“-”号填列）||-328,073.57|-36,043.78
六、其他综合收益的税后净额||170,100,039.64|28,742,818.24
（一）归属母公司所有者的其他综合收益的税后净额||170,100,039.64|28,742,818.24
1．不能重分类进损益的其他综合收益||170,100,039.64|28,742,818.24
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益||-1,169,118.32|
（3）其他权益工具投资公允价值变动||171,269,157.96|28,742,818.24
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收|||
page|71
益的税后净额|||
七、综合收益总额||203,181,061.91|-262,656,443.73
（一）归属于母公司所有者的综合收益总额||203,509,135.48|-262,620,399.95
（二）归属于少数股东的综合收益总额||-328,073.57|-36,043.78
八、每股收益：|||
（一）基本每股收益(元/股)|（四十八）|0.03|-0.28
（二）稀释每股收益(元/股)|（四十八）|0.03|-0.28
