page|70
项目|附注|2020 年度|2019 年度
一、营业总收入||202,087,967.51|273,141,249.14
其中：营业收入||202,087,967.51|273,141,249.14
利息收入|||
已赚保费|||
page|71
手续费及佣金收入|||
二、营业总成本||1,265,444,023.38|909,807,249.33
其中：营业成本||167,696,774.09|182,794,895.40
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||7,775,486.55|6,293,528.21
销售费用||31,715,967.29|54,110,123.33
管理费用||139,709,132.66|240,938,786.49
研发费用||57,310,855.14|130,297,695.12
财务费用||861,235,807.65|295,372,220.78
其中：利息费用||912,325,931.54|670,760,518.32
利息收入||572,851.52|324,645,202.71
加：其他收益||8,385,866.93|65,344,253.82
投资收益（损失以“－”号填列）||-552,618,479.61|-1,977,048,796.68
其中：对联营企业和合营企业的投资收益||-1,778,710.95|-1,983,286,538.86
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-811,812,196.55|-14,873,816,807.01
资产减值损失（损失以“-”号填列）||-60,137,755.31|-207,891,365.61
资产处置收益（损失以“－”号填列）||-70,346,366.13|95,646,353.62
三、营业利润（亏损以“－”号填列）||-2,549,884,986.54|-17,534,432,362.05
加：营业外收入||261,776.66|188,171.65
减：营业外支出||939,972,756.92|131,242,220.37
四、利润总额（亏损总额以“－”号填列）||-3,489,595,966.80|-17,665,486,410.77
减：所得税费用||8,876,390.64|1,007,935,927.09
五、净利润（净亏损以“－”号填列）||-3,498,472,357.44|-18,673,422,337.86
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-3,498,472,357.44|-18,673,422,337.86
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
page|72
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-3,383,566,203.15|-18,436,119,009.84
2.少数股东损益（净亏损以“-”号填列）||-114,906,154.29|-237,303,328.02
六、其他综合收益的税后净额||8,672,605.87|8,998,045.04
（一）归属母公司所有者的其他综合收益的税后净额||8,775,738.06|8,750,657.10
1．不能重分类进损益的其他综合收益||1,237,165.23|3,308,540.73
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||1,237,165.23|3,308,540.73
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||7,538,572.83|5,442,116.37
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||7,538,572.83|5,442,116.37
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-103,132.19|247,387.94
七、综合收益总额||-3,489,799,751.57|-18,664,424,292.82
（一）归属于母公司所有者的综合收益总额||-3,374,790,465.09|-18,427,368,352.74
（二）归属于少数股东的综合收益总额||-115,009,286.48|-237,055,940.08
八、每股收益：|||
（一）基本每股收益(元/股)||-1.16|-6.31
（二）稀释每股收益(元/股)|||
