page|78
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,627,756,005.87|2,811,057,089.24
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|79
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||15,373,081.32|69,344,571.46
收到其他与经营活动有关的现金|七、77|107,843,010.50|101,694,994.44
经营活动现金流入小计||2,750,972,097.69|2,982,096,655.14
购买商品、接受劳务支付的现金||776,385,823.82|1,190,214,686.42
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||260,093,651.02|242,050,529.28
支付的各项税费||338,159,561.74|306,245,755.42
支付其他与经营活动有关的现金|七、77|78,140,263.72|167,037,116.42
经营活动现金流出小计||1,452,779,300.30|1,905,548,087.54
经营活动产生的现金流量净额||1,298,192,797.39|1,076,548,567.60
二、投资活动产生的现金流量：|||
收回投资收到的现金|||9,231,165.00
取得投资收益收到的现金||13,249,827.20|11,954,229.66
处置固定资产、无形资产和其他长期资产收回的现金净额||380,000,000.00|140,196,270.45
处置子公司及其他营业单位收到的现金净额|||24,952.03
收到其他与投资活动有关的现金|七、77|45,672,261.85|
投资活动现金流入小计||438,922,089.05|161,406,617.14
购建固定资产、无形资产和其他长期资产支付的现金||119,299,954.65|133,232,279.57
投资支付的现金||16,666,667.00|2,629,783,333.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、77|1.00|13,950.54
投资活动现金流出小计||135,966,622.65|2,763,029,563.11
投资活动产生的现金流量净额||302,955,466.40|-2,601,622,945.97
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||3,035,667,955.14|3,618,148,000.00
收到其他与筹资活动有关的现金|七、77|12.55|
筹资活动现金流入小计||3,035,667,967.69|3,618,148,000.00
偿还债务支付的现金||3,663,850,000.00|1,698,499,826.80
分配股利、利润或偿付利息支付的现金||599,575,387.89|351,163,366.21
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、77|520,842,375.15|272,000.00
筹资活动现金流出小计||4,784,267,763.04|2,049,935,193.01
筹资活动产生的现金流量净额||-1,748,599,795.35|1,568,212,806.99
四、汇率变动对现金及现金等价物的影响||-1,193,734.72|1,293,365.08
page|80
五、现金及现金等价物净增加额||-148,645,266.28|44,431,793.70
加：期初现金及现金等价物余额||870,168,962.65|825,737,168.95
六、期末现金及现金等价物余额||721,523,696.37|870,168,962.65
page|81
六、期末现金及现金等价物余额||462,565,627.43|756,439,119.24
