page|74
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,076,487,038.44|5,536,619,340.49
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||12,106.37|3,667,191.59
收到其他与经营活动有关的现金|六、（四十九）|1,230,289,035.07|516,517,229.85
经营活动现金流入小计||2,306,788,179.88|6,056,803,761.93
购买商品、接受劳务支付的现金||879,137,572.25|4,382,615,973.80
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||46,160,817.08|69,962,121.22
支付的各项税费||27,753,169.82|255,309,699.17
支付其他与经营活动有关的现金|六、（四十九）|1,336,951,638.39|1,641,940,619.78
经营活动现金流出小计||2,290,003,197.54|6,349,828,413.97
经营活动产生的现金流||16,784,982.34|-293,024,652.04
page|75
量净额|||
二、投资活动产生的现金流量：|||
收回投资收到的现金||67,038,814.00|63,006,000.00
取得投资收益收到的现金||29,090.82|4,447,013.51
处置固定资产、无形资产和其他长期资产收回的现金净额||25,951.95|41,509.71
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||67,093,856.77|67,494,523.22
购建固定资产、无形资产和其他长期资产支付的现金||6,620,191.70|136,566,037.33
投资支付的现金||31,200,000.00|39,006,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|六、（四十九）||15,281,100.08
投资活动现金流出小计||37,820,191.70|190,853,137.41
投资活动产生的现金流量净额||29,273,665.07|-123,358,614.19
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||493,586,827.04|495,830,000.00
收到其他与筹资活动有关的现金|六、（四十九）|12,938,500.00|135,092,269.43
筹资活动现金流入小计||506,525,327.04|630,922,269.43
偿还债务支付的现金||491,793,499.05|333,587,775.29
分配股利、利润或偿付利息支付的现金||58,206,029.99|91,779,646.16
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|六、（四十九）|7,376,455.63|126,672,414.28
筹资活动现金流出小计||557,375,984.67|552,039,835.73
筹资活动产生的现金流量净额||-50,850,657.63|78,882,433.70
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-4,792,010.22|-337,500,832.53
加：期初现金及现金等价物余额||59,192,615.61|396,693,448.14
六、期末现金及现金等价物余额||54,400,605.39|59,192,615.61
