page|66
项目 附注 2021 年 12 月 31 日 2020 年 12 月 31 日|||
流动资产：|||
货币资金|附注七、1|1,037,913,384.41|1,356,056,941.01
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|附注七、4||1,600,000.00
应收账款|附注七、5|2,367,070,225.37|1,765,564,534.16
应收款项融资|附注七、6|117,976,700.81|192,809,633.30
预付款项|附注七、7|257,864,908.59|182,871,654.73
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|附注七、8|621,830,266.39|400,411,279.88
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|附注七、9|1,125,511,766.39|565,086,079.54
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|附注七、13|361,621,281.10|174,781,213.50
流动资产合计||5,889,788,533.06|4,639,181,336.12
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|附注七、17|359,584,649.36|734,740,612.97
其他权益工具投资|||
其他非流动金融资产|附注七、19|497,637,161.89|410,387,691.78
投资性房地产|||
固定资产|附注七、21|8,261,142,663.15|10,405,885,100.84
在建工程|附注七、22|1,738,717,520.51|738,981,183.83
page|67
生产性生物资产|||
油气资产|||
使用权资产|附注七、25|1,785,841,833.35|
无形资产|附注七、26|963,444,727.90|793,373,882.04
开发支出|附注七、27|10,386,178.48|24,442,264.52
商誉|附注七、28|1,921,210.39|1,921,210.39
长期待摊费用|附注七、29|89,572,873.37|98,948,328.92
递延所得税资产|附注七、30|7,954,607.68|10,396,836.26
其他非流动资产|附注七、31|234,003,883.65|211,943,637.16
非流动资产合计||13,950,207,309.73|13,431,020,748.71
资产总计||19,839,995,842.79|18,070,202,084.83
流动负债：|||
短期借款|附注七、32|5,316,115,287.29|3,666,621,858.92
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|附注七、35|318,225,676.88|3,677,210.00
应付账款|附注七、36|2,597,121,603.18|1,268,661,225.45
预收款项|附注七、37||393,800.00
合同负债|附注七、38|39,601,662.41|73,698,084.10
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|附注七、39|33,257,771.05|36,437,813.32
应交税费|附注七、40|77,437,175.03|127,655,936.73
其他应付款|附注七、41|686,345,978.08|615,630,515.59
其中：应付利息|||
应付股利||55,522.50|12,739,132.77
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|附注七、43|1,530,951,336.47|1,417,966,228.01
其他流动负债|附注七、44|1,008,672,895.62|1,007,733,081.27
流动负债合计||11,607,729,386.01|8,218,475,753.39
非流动负债：|||
保险合同准备金|||
长期借款|附注七、45|6,118,281,467.94|5,219,960,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|附注七、47|870,501,544.37|
长期应付款|附注七、48|326,395,352.93|1,375,137,617.62
长期应付职工薪酬|||
预计负债|附注七、50|33,611,089.00|14,611,700.00
递延收益|附注七、51|220,521,022.11|280,410,928.25
递延所得税负债|||
其他非流动负债|||
非流动负债合计||7,569,310,476.35|6,890,120,245.87
负债合计||19,177,039,862.36|15,108,595,999.26
所有者权益（或股东权益）：|||
实收资本（或股本）|附注七、53|1,781,124,274.00|1,781,124,274.00
其他权益工具|||
其中：优先股|||
page|68
永续债|||
资本公积|附注七、55|4,631,592,294.80|4,857,342,209.10
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|附注七、59|80,021,848.02|90,685,427.02
一般风险准备|||
未分配利润|附注七、60|-5,959,808,211.06|-3,689,659,048.94
归属于母公司所有者权益（或股东权益）合计||532,930,205.76|3,039,492,861.18
少数股东权益||130,025,774.67|-77,886,775.61
所有者权益（或股东权益）合计||662,955,980.43|2,961,606,085.57
负债和所有者权益（或股东权益）总计||19,839,995,842.79|18,070,202,084.83
