page|74
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,149,094,473.10|2,395,912,050.20
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||9,602,802.43|8,544,296.07
收到其他与经营活动有关的现金|七、78|164,240,515.52|153,752,719.85
经营活动现金流入小计||2,322,937,791.05|2,558,209,066.12
购买商品、接受劳务支付的现金||1,101,814,670.14|1,485,567,065.80
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
page|75
支付给职工及为职工支付的现金||295,883,387.40|392,793,597.07
支付的各项税费||44,861,925.08|190,579,378.11
支付其他与经营活动有关的现金|七、78|273,778,144.72|232,856,067.63
经营活动现金流出小计||1,716,338,127.34|2,301,796,108.61
经营活动产生的现金流量净额||606,599,663.71|256,412,957.51
二、投资活动产生的现金流量：|||
收回投资收到的现金||125,310.01|40,137,568.49
取得投资收益收到的现金||531,136.49|7,064,303.94
处置固定资产、无形资产和其他长期资产收回的现金净额||28,418,262.90|31,320,205.96
处置子公司及其他营业单位收到的现金净额||433,646,868.71|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||462,721,578.11|78,522,078.39
购建固定资产、无形资产和其他长期资产支付的现金||371,848,596.53|359,325,236.64
投资支付的现金||400,000.00|6,900,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|50,000,000.00|
投资活动现金流出小计||422,248,596.53|366,225,236.64
投资活动产生的现金流量净额||40,472,981.58|-287,703,158.25
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,499,290,000.00|1,452,000,000.00
收到其他与筹资活动有关的现金|七、78|21,011,111.10|168,263,664.15
筹资活动现金流入小计||1,520,301,111.10|1,620,263,664.15
偿还债务支付的现金||950,347,400.00|1,457,127,373.48
分配股利、利润或偿付利息支付的现金||85,727,439.33|125,009,524.35
其中：子公司支付给少数股东的股利、利润||800,000.00|600,000.00
支付其他与筹资活动有关的现金|七、78|141,319,474.79|364,896,063.09
筹资活动现金流出小计||1,177,394,314.12|1,947,032,960.92
page|76
筹资活动产生的现金流量净额||342,906,796.98|-326,769,296.77
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||989,979,442.27|-358,059,497.51
加：期初现金及现金等价物余额||512,345,337.84|870,404,835.35
六、期末现金及现金等价物余额||1,502,324,780.11|512,345,337.84
