page|77
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
page|78
项目|附注|2020年度|2019年度
销售商品、提供劳务收到的现金||1,532,332,445.39|1,150,503,360.58
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||103,539.84|
收到其他与经营活动有关的现金|七、（78）|94,000,236.50|62,314,702.80
经营活动现金流入小计||1,626,436,221.73|1,212,818,063.38
购买商品、接受劳务支付的现金||490,942,928.03|340,527,621.37
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||497,882,974.64|425,965,014.35
支付的各项税费||90,526,034.09|82,285,551.39
支付其他与经营活动有关的现金|七、（78）|205,005,091.46|159,246,587.51
经营活动现金流出小计||1,284,357,028.22|1,008,024,774.62
经营活动产生的现金流量净额||342,079,193.51|204,793,288.76
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||4,297,411.27|15,772,923.17
处置固定资产、无形资产和其他长期资产收回的现金净额||1,018,318.88|431,729.97
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的|七、（78）|674,213,671.85|1,637,000,000.00
page|79
项目|附注|2020年度|2019年度
现金|||
投资活动现金流入小计||679,529,402.00|1,653,204,653.14
购建固定资产、无形资产和其他长期资产支付的现金||348,002,470.68|300,119,262.59
投资支付的现金||1,757,739.09|102,006,370.92
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||186,661,046.33|6,107,718.40
支付其他与投资活动有关的现金|七、（78）|483,000,000.00|1,442,000,000.00
投资活动现金流出小计||1,019,421,256.10|1,850,233,351.91
投资活动产生的现金流量净额||-339,891,854.10|-197,028,698.77
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||84,258,920.77|67,802,000.00
其中：子公司吸收少数股东投资收到的现金||84,258,920.77|67,802,000.00
取得借款收到的现金||44,030,000.00|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||128,288,920.77|67,802,000.00
偿还债务支付的现金||43,350,458.73|
分配股利、利润或偿付利息支付的现金||76,110,127.79|67,159,274.61
其中：子公司支付给少数股东的股利、利润||7,201,451.42|8,720,964.13
支付其他与筹资活动有关的现金|七、（78）|16,169,656.30|
筹资活动现金流出小计||135,630,242.82|67,159,274.61
筹资活动产生的现金流量净额||-7,341,322.05|642,725.39
四、汇率变动对现金及现金等价物的影响||-293,800.46|48,383.06
五、现金及现金等价物净增加额||-5,447,783.10|8,455,698.44
加：期初现金及现金等价物余额||300,857,016.85|292,401,318.41
六、期末现金及现金等价物余额||295,409,233.75|300,857,016.85
