page|89
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,489,685,431.56|5,648,798,532.14
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||212,830,581.58|297,244,103.34
收到其他与经营活动有关的现金|七、76|36,996,751.95|54,487,946.85
经营活动现金流入小计||5,739,512,765.09|6,000,530,582.33
购买商品、接受劳务支付的现金||3,365,911,337.27|3,944,520,845.43
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||960,378,616.66|844,974,449.37
page|90
支付的各项税费||279,808,777.24|316,315,466.54
支付其他与经营活动有关的现金|七、76|871,819,814.55|879,406,958.96
经营活动现金流出小计||5,477,918,545.72|5,985,217,720.30
经营活动产生的现金流量净额||261,594,219.37|15,312,862.03
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||5,440,502.92|13,341,189.17
处置固定资产、无形资产和其他长期资产收回的现金净额||822,841.72|98,835.56
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76|6,235,795.06|
投资活动现金流入小计||12,499,139.70|13,440,024.73
购建固定资产、无形资产和其他长期资产支付的现金||312,253,165.59|314,799,280.59
投资支付的现金||42,408,400.00|35,371,667.78
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76|6,000,000.00|17,177,970.00
投资活动现金流出小计||360,661,565.59|367,348,918.37
投资活动产生的现金流量净额||-348,162,425.89|-353,908,893.64
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||60,292,640.01|802,802,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||491,810,569.83|330,656,687.91
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||552,103,209.84|1,133,458,687.91
偿还债务支付的现金||350,709,472.54|298,885,939.41
分配股利、利润或偿付利息支付的现金||171,905,046.53|2,205,656.95
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|9,231,482.32|58,189,821.16
筹资活动现金流出小计||531,846,001.39|359,281,417.52
筹资活动产生的现金流量净额||20,257,208.45|774,177,270.39
四、汇率变动对现金及现金等价物的影响||10,307,332.81|-1,345,430.99
五、现金及现金等价物净增加额||-56,003,665.26|434,235,807.79
加：期初现金及现金等价物余||1,142,721,185.43|708,485,377.64
page|91
额|||
六、期末现金及现金等价物余额||1,086,717,520.17|1,142,721,185.43
