page|64
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||30,536,031.14|39,190,474.38
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||14,199,673.36|15,024,389.11
经营活动现金流入小计||44,735,704.50|54,214,863.49
购买商品、接受劳务支付的现金||10,918,539.59|995,853.62
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||35,077,340.92|24,233,504.03
支付的各项税费||511,820.74|841,962.13
支付其他与经营活动有关的现金||49,273,118.34|42,665,767.14
经营活动现金流出小计||95,780,819.59|68,737,086.92
经营活动产生的现金流量净额||-51,045,115.09|-14,522,223.43
二、投资活动产生的现金流量：|||
收回投资收到的现金||480,638,858.98|673,200,000.00
取得投资收益收到的现金||37,148,478.08|39,635,537.11
处置固定资产、无形资产和其他长期资产收回的现金净额|||31,104,372.44
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||517,787,337.06|743,939,909.55
购建固定资产、无形资产和其他长期资产支付的现金||917,538.22|325,015.45
投资支付的现金||380,000,000.00|757,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||380,917,538.22|757,325,015.45
投资活动产生的现金流量净额||136,869,798.84|-13,385,105.90
page|65
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||42,000,000.00
分配股利、利润或偿付利息支付的现金|||131,950.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||6,425,314.98|
筹资活动现金流出小计||6,425,314.98|42,131,950.00
筹资活动产生的现金流量净额||-6,425,314.98|-42,131,950.00
四、汇率变动对现金及现金等价物的影响||-1,351,495.37|12,559.43
五、现金及现金等价物净增加额||78,047,873.40|-70,026,719.90
加：期初现金及现金等价物余额||73,221,830.28|143,248,550.18
六、期末现金及现金等价物余额||151,269,703.68|73,221,830.28
