page|83
项目|附注|2021 年度|2020 年度
一、营业总收入||6,483,760,507.83|5,121,357,779.17
其中：营业收入|七、61|6,483,760,507.83|5,121,357,779.17
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||5,545,488,784.85|4,758,915,570.45
其中：营业成本|七、61|4,924,431,478.11|4,271,361,026.06
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|14,999,863.31|13,846,018.36
销售费用|七、63|42,568,042.14|29,946,809.81
管理费用|七、64|298,335,968.62|224,377,466.19
研发费用|七、65|237,295,761.35|169,384,129.83
财务费用|七、66|27,857,671.32|50,000,120.20
其中：利息费用||22,305,905.90|29,430,520.72
利息收入||9,439,725.83|5,460,123.08
加：其他收益|七、67|13,848,205.00|11,519,798.11
投资收益（损失以“－”号填列）|七、68|45,969,871.81|51,210,440.62
其中：对联营企业和合营企业的投资收益||26,841,348.47|45,811,738.37
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|12,106,618.37|312,129.21
page|84
信用减值损失（损失以“-”号填列）|七、71|2,259,306.15|-17,072,851.07
资产减值损失（损失以“-”号填列）|七、72|99,784.99|-2,032,547.16
资产处置收益（损失以“－”号填列）|七、73|182,490.25|211,361.57
三、营业利润（亏损以“－”号填列）||1,012,737,999.55|406,590,540.00
加：营业外收入|七、74|323,686.83|379,734.23
减：营业外支出|七、75|28,250,880.26|18,148,909.15
四、利润总额（亏损总额以“－”号填列）||984,810,806.12|388,821,365.08
减：所得税费用|七、76|157,956,074.93|44,880,182.62
五、净利润（净亏损以“－”号填列）||826,854,731.19|343,941,182.46
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||826,854,731.19|343,941,182.46
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||816,452,808.96|334,934,906.61
2.少数股东损益（净亏损以“-”号填列）||10,401,922.23|9,006,275.85
六、其他综合收益的税后净额||-2,790,738.27|-1,291,587.45
（一）归属母公司所有者的其他综合收益的税后净额||-2,790,738.27|-1,291,587.45
1．不能重分类进损益的其他综合收益||-2,499,850.00|-251,600.00
（1）重新计量设定受益计划变动额||-2,499,850.00|-251,600.00
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-290,888.27|-1,039,987.45
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-290,888.27|-1,039,987.45
（7）其他|||
page|85
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||824,063,992.92|342,649,595.01
（一）归属于母公司所有者的综合收益总额||813,662,070.69|333,643,319.16
（二）归属于少数股东的综合收益总额||10,401,922.23|9,006,275.85
八、每股收益：|||
（一）基本每股收益(元/股)||2.7490|1.1277
（二）稀释每股收益(元/股)||2.7490|1.1277
