page|68
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|223,134,167.07|180,836,951.09
结算备付金|||
拆出资金|七、2||34,650,000.00
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七、5|1,188,000.00|0.00
应收账款|七、6|363,558,246.37|341,379,712.88
应收款项融资|||
预付款项|七、8|44,222,046.82|30,251,151.90
应收保费|||
page|69
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、9|16,397,576.65|101,759,428.93
其中：应收利息|||167,937.50
应收股利|||0.00
买入返售金融资产|||
存货|七、10|756,959,258.98|797,488,239.96
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|7,660,481.30|2,609,807.23
流动资产合计||1,413,119,777.19|1,488,975,291.99
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||182,105,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|七、16|89,186,574.58|79,853,997.83
长期股权投资|七、17|28,305,477.71|37,727,277.92
其他权益工具投资|七、18|168,925,000.00|
其他非流动金融资产|||
投资性房地产|七、20|4,740,847.20|4,814,383.32
固定资产|七、21|3,128,672.45|4,545,144.95
在建工程|||
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|214,636.68|289,301.65
开发支出|||
商誉|七、28||
长期待摊费用|七、29|737,280.06|610,489.57
递延所得税资产|七、30|9,518,614.32|9,640,261.51
其他非流动资产|七、31|2,000,000.00|2,000,000.00
非流动资产合计||306,757,103.00|321,585,856.75
资产总计||1,719,876,880.19|1,810,561,148.74
流动负债：|||
短期借款|七、32|112,059,859.92|74,636,993.05
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|186,709,827.43|211,037,634.38
预收款项|七、37|261,655,273.81|337,268,195.35
卖出回购金融资产款|||
page|70
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、38|2,958,354.91|7,182,151.89
应交税费|七、39|2,389,046.02|4,434,510.09
其他应付款|七、40|69,334,324.94|99,747,468.96
其中：应付利息|||74,427.94
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、42|142,500.00|
其他流动负债|七、43|47,622,501.81|38,080,534.21
流动负债合计||682,871,688.84|772,387,487.93
非流动负债：|||
保险合同准备金|||
长期借款|七、44|30,000,000.00|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|||0.00
非流动负债合计||30,000,000.00|
负债合计||712,871,688.84|772,387,487.93
所有者权益（或股东权益）：|||
实收资本（或股本）|七、52|500,000,000.00|500,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、54|24,320,676.05|24,320,676.05
减：库存股|||
其他综合收益|七、56|-14,032,444.02|-5,054.05
专项储备|||
盈余公积|七、58|47,825,809.31|47,888,495.44
一般风险准备|||222,750.00
未分配利润|七、59|445,747,458.92|430,927,628.00
归属于母公司所有者权益（或股东权益）合计||1,003,861,500.26|1,003,354,495.44
少数股东权益||3,143,691.09|34,819,165.37
所有者权益（或股东权益）合计||1,007,005,191.35|1,038,173,660.81
负债和所有者权益（或股东权益）总计||1,719,876,880.19|1,810,561,148.74
