page|90
项目|附注|2020 年度|2019 年度
一、营业总收入||677,324,133.20|573,707,478.83
其中：营业收入||677,324,133.20|573,707,478.83
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||596,118,005.86|442,988,260.31
其中：营业成本||480,832,051.03|349,030,946.58
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||5,362,732.63|5,993,669.13
销售费用||61,213,659.83|50,027,040.36
管理费用||38,900,011.88|28,970,453.04
研发费用|||
财务费用||9,809,550.49|8,966,151.20
其中：利息费用||10,241,825.02|9,669,309.78
利息收入||958,366.65|1,743,697.23
加：其他收益||2,678,362.75|645,017.57
投资收益（损失以“－”号填列）||1,697,786.19|-21,517,778.81
其中：对联营企业和合营企业的投资收益|||12,521,499.43
page|91
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||1,192,036.82|-3,982,294.89
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）||-587,113.92|
三、营业利润（亏损以“－”号填列）||86,187,199.18|105,864,162.39
加：营业外收入||661,044.89|798,890.55
减：营业外支出||5,288,789.86|670,025.14
四、利润总额（亏损总额以“－”号填列）||81,559,454.21|105,993,027.80
减：所得税费用||7,414,216.95|18,959,413.39
五、净利润（净亏损以“－”号填列）||74,145,237.26|87,033,614.41
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||74,145,237.26|87,033,614.41
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||74,145,237.26|87,033,614.41
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-10,945,998.67|3,364,916.25
（一）归属母公司所有者的其他综合收益的税后净额||-10,945,998.67|3,364,916.25
1．不能重分类进损益的其他综合收益||-10,945,998.67|3,364,916.25
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他|||
page|92
综合收益|||
（3）其他权益工具投资公允价值变动||-10,945,998.67|3,364,916.25
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||63,199,238.59|90,398,530.66
（一）归属于母公司所有者的综合收益总额||63,199,238.59|90,398,530.66
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.52|0.62
（二）稀释每股收益(元/股)||0.52|0.62
