page|75
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|249,362,343.97|62,396,845.80
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|9,346,361.69|5,322,853.02
应收账款|262,948,730.09|277,826,388.74
应收款项融资||
预付款项|5,617,801.46|14,266,626.34
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|71,970,388.44|257,693,917.27
其中：应收利息||
应收股利||
买入返售金融资产||
存货|130,917,605.52|201,169,350.33
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|17,739,064.95|14,658,751.04
流动资产合计|747,902,296.12|833,334,732.54
page|76
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资||
其他权益工具投资|1,000,000.00|1,000,000.00
其他非流动金融资产||
投资性房地产||
固定资产|441,683,830.41|498,536,291.21
在建工程|8,135,277.12|8,105,277.12
生产性生物资产||
油气资产||
使用权资产||
无形资产|38,735,098.86|31,060,731.93
开发支出||
商誉||
长期待摊费用||
递延所得税资产|31,089,022.61|20,028,384.25
其他非流动资产|6,462,059.27|11,916,837.76
非流动资产合计|527,105,288.27|570,647,522.27
资产总计|1,275,007,584.39|1,403,982,254.81
流动负债：||
短期借款|201,467,297.00|164,040,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|85,958,431.10|80,294,996.66
应付账款|117,271,415.31|127,502,741.66
page|77
预收款项|31,619,247.80|37,531,170.24
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|21,425,337.95|10,080,346.32
应交税费|17,527,774.46|15,474,635.71
其他应付款|57,525,675.24|60,330,452.45
其中：应付利息|356,336.96|268,196.50
应付股利|7,009.22|7,009.22
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|28,440,090.56|
其他流动负债||
流动负债合计|561,235,269.42|495,254,343.04
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|25,910,594.07|123,902,106.61
长期应付职工薪酬||
预计负债|27,611,166.91|18,244,519.78
递延收益|29,230,722.15|42,968,060.83
递延所得税负债|847,255.54|898,179.46
其他非流动负债||
非流动负债合计|83,599,738.67|186,012,866.68
负债合计|644,835,008.09|681,267,209.72
所有者权益：||
股本|216,000,000.00|216,000,000.00
page|78
其他权益工具||
其中：优先股||
永续债||
资本公积|386,833,055.90|386,833,055.90
减：库存股||
其他综合收益|-8,547,225.54|-6,368,518.59
专项储备||
盈余公积|55,916,539.74|55,916,539.74
一般风险准备||
未分配利润|-17,872,996.45|70,367,688.09
归属于母公司所有者权益合计|632,329,373.65|722,748,765.14
少数股东权益|-2,156,797.35|-33,720.05
所有者权益合计|630,172,576.30|722,715,045.09
负债和所有者权益总计|1,275,007,584.39|1,403,982,254.81
