page|72
项目|附注|2020 年度|2019 年度
一、营业总收入||5,353,803,494.48|4,688,414,138.02
其中：营业收入||5,353,803,494.48|4,688,414,138.02
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,430,743,748.34|3,941,163,789.70
其中：营业成本||3,588,228,124.47|3,225,213,344.07
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||38,902,554.81|35,552,582.69
销售费用||242,661,137.25|175,150,837.40
管理费用||337,694,582.14|301,878,619.12
研发费用||224,954,653.87|191,415,983.08
财务费用||-1,697,304.20|11,952,423.34
其中：利息费用||15,449,482.83|15,951,220.27
利息收入||21,194,433.42|6,547,530.07
加：其他收益||28,757,471.65|41,849,840.19
投资收益（损失以“－”号填列）||25,502,929.51|31,569,905.57
其中：对联营企业和合营企业的投资收益||15,406,395.56|10,828,069.04
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-210,247,171.13|-185,470,819.98
资产减值损失（损失以“-”号填列）||-68,649,714.69|-21,638,255.96
资产处置收益（损失以“－”号填列）||203,692.64|3,487,388.92
三、营业利润（亏损以“－”号填列）||698,626,954.12|617,048,407.06
加：营业外收入||171,619.27|113,899.90
减：营业外支出||1,201,252.80|1,260,237.79
四、利润总额（亏损总额以“－”号填列）||697,597,320.59|615,902,069.17
page|73
减：所得税费用||93,015,885.47|83,088,520.12
五、净利润（净亏损以“－”号填列）||604,581,435.12|532,813,549.05
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||604,581,435.12|532,813,549.05
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||582,698,094.34|517,967,351.81
2.少数股东损益（净亏损以“-”号填列）||21,883,340.78|14,846,197.24
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||604,581,435.12|532,813,549.05
（一）归属于母公司所有者的综合收益总额||582,698,094.34|517,967,351.81
（二）归属于少数股东的综合收益总额||21,883,340.78|14,846,197.24
八、每股收益：|||
（一）基本每股收益(元/股)||1.05|0.94
（二）稀释每股收益(元/股)||1.05|0.94
