page|124
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||666,265,769.64|592,108,227.31
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||13,854,808.75|27,844,082.46
收到其他与经营活动有关的现金|七、78|32,591,628.99|28,027,863.98
经营活动现金流入小计||712,712,207.38|647,980,173.75
购买商品、接受劳务支付的现金||38,791,770.32|52,880,922.22
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||321,857,608.45|300,463,698.21
支付的各项税费||65,540,541.79|57,329,198.85
支付其他与经营活动有关的现金|七、78|95,759,401.95|109,440,536.12
经营活动现金流出小计||521,949,322.51|520,114,355.40
经营活动产生的现金流量净额||190,762,884.87|127,865,818.35
二、投资活动产生的现金流量：|||
收回投资收到的现金||4,594,000,000.00|4,000,000,000.00
取得投资收益收到的现金||44,356,068.51|54,722,234.47
page|125
处置固定资产、无形资产和其他长期资产收回的现金净额||831.51|48,916.60
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||4,638,356,900.02|4,054,771,151.07
购建固定资产、无形资产和其他长期资产支付的现金||170,533,077.07|109,396,307.73
投资支付的现金||4,311,500,000.00|4,150,762,700.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||4,771,394.91|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||4,486,804,471.98|4,260,159,007.73
投资活动产生的现金流量净额||151,552,428.04|-205,387,856.66
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,282,922.47|
其中：子公司吸收少数股东投资收到的现金||3,282,922.47|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|七、78|4,684,544.45|9,861,833.70
筹资活动现金流入小计||7,967,466.92|9,861,833.70
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||105,033,980.74|40,600,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|230,439,600.95|6,115,552.54
筹资活动现金流出小计||335,473,581.69|46,715,552.54
筹资活动产生的现金流量净额||-327,506,114.77|-36,853,718.84
四、汇率变动对现金及现金等价物的影响||-11,215,564.58|-27,006,253.10
五、现金及现金等价物净增加额||3,593,633.56|-141,382,010.25
加：期初现金及现金等价物余额||868,375,717.60|1,009,757,727.85
六、期末现金及现金等价物余额||871,969,351.16|868,375,717.60
