page|66
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
page|67
货币资金|741,014,211.13|885,603,752.67
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据||
应收账款|442,882,043.50|436,577,362.16
应收款项融资|36,217,578.16|72,193,273.56
预付款项|165,857,147.51|138,181,382.65
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|30,610,544.78|105,126,886.16
其中：应收利息||
应收股利||
买入返售金融资产||
存货|794,795,888.87|730,862,793.48
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|22,023,883.58|2,461,969.38
流动资产合计|2,233,401,297.53|2,371,007,420.06
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||42,700,000.00
长期股权投资|182,383,747.85|
其他权益工具投资|307,210,653.65|343,315,341.65
其他非流动金融资产||
投资性房地产||
固定资产|5,252,533,439.39|4,534,892,318.40
在建工程|254,428,304.81|1,001,973,801.88
生产性生物资产||
page|68
油气资产||
使用权资产|124,386,543.08|
无形资产|221,255,028.96|232,851,534.27
开发支出||
商誉||
长期待摊费用|3,915,933.58|430,985.56
递延所得税资产|71,287,989.39|70,010,096.34
其他非流动资产|121,726,059.30|91,101,610.26
非流动资产合计|6,539,127,700.01|6,317,275,688.36
资产总计|8,772,528,997.54|8,688,283,108.42
流动负债：||
短期借款|1,985,356,955.79|2,181,428,505.97
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|1,075,200,000.00|1,069,679,690.00
应付账款|1,263,464,111.94|830,286,947.33
预收款项||
合同负债|72,524,933.19|103,323,526.58
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|90,558,556.00|165,453,093.40
应交税费|10,862,955.12|30,009,845.97
其他应付款|89,384,276.25|19,929,649.38
其中：应付利息||
应付股利|2,549,144.91|2,549,144.91
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|461,388,486.26|390,198,490.00
其他流动负债|151,428,241.30|191,370,773.63
page|69
流动负债合计|5,200,168,515.85|4,981,680,522.26
非流动负债：||
保险合同准备金||
长期借款|501,503,000.00|482,500,000.00
应付债券||
其中：优先股||
永续债||
租赁负债|14,295,709.14|
长期应付款|69,250,069.46|81,488,721.42
长期应付职工薪酬||
预计负债||
递延收益|29,513,345.54|30,456,232.26
递延所得税负债||
其他非流动负债||
非流动负债合计|614,562,124.14|594,444,953.68
负债合计|5,814,730,639.99|5,576,125,475.94
所有者权益：||
股本|2,168,311,443.00|2,168,311,443.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,456,276,669.09|1,516,824,547.71
减：库存股||
其他综合收益||
专项储备||
盈余公积|190,502,144.50|190,502,144.50
一般风险准备||
未分配利润|-852,324,455.73|-773,895,127.40
归属于母公司所有者权益合计|2,962,765,800.86|3,101,743,007.81
少数股东权益|-4,967,443.31|10,414,624.67
所有者权益合计|2,957,798,357.55|3,112,157,632.48
负债和所有者权益总计|8,772,528,997.54|8,688,283,108.42
