page|94
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,536,018,191.62|7,313,343,200.39
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||29,479,242.12|28,271,282.74
收到其他与经营活动有关的现金|七、78|128,063,971.45|80,627,325.83
经营活动现金流入小计||7,693,561,405.19|7,422,241,808.96
购买商品、接受劳务支付的现金||3,903,931,250.13|3,726,612,929.67
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||745,030,634.94|660,990,654.90
支付的各项税费||875,991,904.85|890,856,336.73
支付其他与经营活动有关的现金|七、78|171,987,524.52|699,835,665.45
经营活动现金流出小计||5,696,941,314.44|5,978,295,586.75
经营活动产生的现金流量净额||1,996,620,090.75|1,443,946,222.21
二、投资活动产生的现金流量：|||
收回投资收到的现金||757,700,000.00|2,000,000.00
取得投资收益收到的现金||3,451,392.57|47,455.56
处置固定资产、无形资产和其他长期资产收回的现金净额|||4,021,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||761,151,392.57|6,068,455.56
购建固定资产、无形资产和其他长期资产支付||46,668,892.01|106,453,289.71
page|95
的现金|||
投资支付的现金||757,700,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||804,368,892.01|106,453,289.71
投资活动产生的现金流量净额||-43,217,499.44|-100,384,834.15
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,457,029,350.10|13,608,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||600,000,000.00|50,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||4,057,029,350.10|63,608,000.00
偿还债务支付的现金||1,530,000,000.00|512,827,441.93
分配股利、利润或偿付利息支付的现金||520,174,026.99|721,152,578.24
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|16,006,810.83|
筹资活动现金流出小计||2,066,180,837.82|1,233,980,020.17
筹资活动产生的现金流量净额||1,990,848,512.28|-1,170,372,020.17
四、汇率变动对现金及现金等价物的影响||-2,879,081.89|-314,226.59
五、现金及现金等价物净增加额||3,941,372,021.70|172,875,141.30
加：期初现金及现金等价物余额||559,206,577.70|386,331,436.40
六、期末现金及现金等价物余额||4,500,578,599.40|559,206,577.70
