page|83
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||948,833,577.98|929,510,393.29
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||30,775,581.47|27,689,693.60
收到其他与经营活动有关的现金|七、76|25,009,256.72|41,262,924.89
经营活动现金流入小计||1,004,618,416.17|998,463,011.78
购买商品、接受劳务支付的现金||471,746,992.68|654,857,559.59
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
page|84
支付给职工及为职工支付的现金||249,089,274.39|248,927,880.81
支付的各项税费||33,248,425.00|44,085,452.79
支付其他与经营活动有关的现金|七、76|115,626,283.98|114,436,553.49
经营活动现金流出小计||869,710,976.05|1,062,307,446.68
经营活动产生的现金流量净额||134,907,440.12|-63,844,434.90
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||20,667,322.03|8,909,930.26
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||342,075.54|
投资活动现金流入小计||21,009,397.57|8,909,930.26
购建固定资产、无形资产和其他长期资产支付的现金||95,886,193.23|154,395,513.18
投资支付的现金||4,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76|82,277.69|
投资活动现金流出小计||99,968,470.92|154,395,513.18
投资活动产生的现金流量净额||-78,959,073.35|-145,485,582.92
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||17,602,200.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||398,675,024.00|700,722,000.00
收到其他与筹资活动有关的现金|七、76|121,284,122.17|92,538,249.40
筹资活动现金流入小计||537,561,346.17|793,260,249.40
偿还债务支付的现金||506,525,593.16|655,931,825.36
分配股利、利润或偿付利息支付的现金||36,958,033.41|37,204,131.54
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|67,307,276.60|77,653,706.23
筹资活动现金流出小计||610,790,903.17|770,789,663.13
筹资活动产生的现金流量净额||-73,229,557.00|22,470,586.27
四、汇率变动对现金及现金等价物的影响||159,996.68|30,471.23
page|85
五、现金及现金等价物净增加额||-17,121,193.55|-186,828,960.32
加：期初现金及现金等价物余额|七、77|72,074,076.48|258,903,036.80
六、期末现金及现金等价物余额  七、77||54,952,882.93|72,074,076.48
