page|63
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||69,978,105.99|48,693,619.27
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||645,638.65
收到其他与经营活动有关的现金||4,339,801.20|3,364,621.95
经营活动现金流入小计||74,317,907.19|52,703,879.87
购买商品、接受劳务支付的现金||9,503,209.64|10,972,014.75
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||26,542,710.39|23,798,562.47
支付的各项税费||11,363,391.04|6,112,921.46
page|64
支付其他与经营活动有关的现金||13,646,649.57|14,625,913.41
经营活动现金流出小计||61,055,960.64|55,509,412.09
经营活动产生的现金流量净额||13,261,946.55|-2,805,532.22
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||13,486.85|13,316.65
处置固定资产、无形资产和其他长期资产收回的现金净额||7,300.00|122,200.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||74,672,921.93|25,894,328.38
投资活动现金流入小计||74,693,708.78|26,029,845.03
购建固定资产、无形资产和其他长期资产支付的现金||571,131.82|2,046,509.35
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||81,500,000.00|29,573,310.03
投资活动现金流出小计||82,071,131.82|31,619,819.38
投资活动产生的现金流量净额||-7,377,423.04|-5,589,974.35
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||6,000,000.00|13,000,000.00
收到其他与筹资活动有关的现金||20,000,000.00|
筹资活动现金流入小计||26,000,000.00|13,000,000.00
偿还债务支付的现金||10,000,000.00|13,000,000.00
分配股利、利润或偿付利息支付的现金||367,283.16|634,825.86
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||68,314,031.55|2,010,000.00
筹资活动现金流出小计||78,681,314.71|15,644,825.86
筹资活动产生的现金流量净额||-52,681,314.71|-2,644,825.86
四、汇率变动对现金及现金等价物的影响||2,674,665.22|7,296,811.78
五、现金及现金等价物净增加额||-44,122,125.98|-3,743,520.65
加：期初现金及现金等价物余额||153,464,836.60|157,208,357.25
六、期末现金及现金等价物余额||109,342,710.62|153,464,836.60
