page|56
项目|附注|2021 年度|2020 年度
一、营业总收入||24,716,738,608.20|23,394,105,805.46
其中：营业收入|四(62)|24,716,738,608.20|23,394,105,805.46
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||22,857,297,740.63|21,485,893,668.17
其中：营业成本|四(62)|20,691,112,252.92|19,392,776,917.76
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|四(63)|90,247,776.35|88,674,334.83
销售费用|四(64)|720,217,229.05|651,338,521.17
管理费用|四(65)|720,177,599.75|763,971,320.07
研发费用|四(66)|830,669,043.60|790,155,286.92
财务费用|四(67)|-195,126,161.04|-201,022,712.58
其中：利息费用||6,196,821.95|8,170,117.22
利息收入||215,010,937.21|244,725,052.04
加：其他收益|四(69)|118,816,827.86|35,196,995.33
投资收益（损失以“－”号填列）|四(70)|299,689,200.21|292,058,123.24
其中：对联营企业和合营企业的投资收益||293,517,152.41|285,826,864.69
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
page|57
公允价值变动收益（损失以“－”号填列）|四(72)|30,352,307.09|288,808.21
信用减值损失（损失以“-”号填列）|四(73)|-998,497,089.94|-286,759,863.78
资产减值损失（损失以“-”号填列）|四(74)|-75,073,737.24|-9,882,707.89
资产处置收益（损失以“－”号填列）|四(75)|-3,059,291.89|-3,302,750.00
三、营业利润（亏损以“－”号填列）||1,231,669,083.66|1,935,810,742.40
加：营业外收入|四(76)|54,564,931.99|37,604,479.63
减：营业外支出|四(77)|1,104,863.78|1,925,850.11
四、利润总额（亏损总额以“－”号填列）||1,285,129,151.87|1,971,489,371.92
减：所得税费用|四(78)|112,531,011.77|185,747,734.29
五、净利润（净亏损以“－”号填列）||1,172,598,140.10|1,785,741,637.63
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,172,598,140.10|1,785,741,637.63
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||810,918,305.54|1,129,961,314.04
2.少数股东损益（净亏损以“-”号填列）||361,679,834.56|655,780,323.59
六、其他综合收益的税后净额|四(58)|229,261.07|-970,349.07
（一）归属母公司所有者的其他综合收益的税后净额||229,261.07|-970,349.07
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||229,261.07|-970,349.07
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||-741,088.00
（7）其他||229,261.07|-229,261.07
其中：以公允价值计量且其变动计入其他综合收益的应收账款公允价值变动||229,261.07|-229,261.07
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,172,827,401.17|1,784,771,288.56
page|58
（一）归属于母公司所有者的综合收益总额||811,147,566.61|1,128,990,964.97
（二）归属于少数股东的综合收益总额||361,679,834.56|655,780,323.59
八、每股收益：|||
（一）基本每股收益(元/股)|四(80)(a)|0.79|1.10
（二）稀释每股收益(元/股)|四(80)(b)|0.79|1.10
