page|109
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||126,796,878.40|46,401,334.26
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||40,028,780.04|47,803,233.59
应收账款||44,859,233.26|27,316,835.79
应收款项融资||757,000.00|350,000.00
预付款项||4,600,241.28|4,775,181.32
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||1,576,334.06|689,706.22
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||154,797,023.09|125,251,814.88
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||748,047,594.94|37,975.56
流动资产合计||1,121,463,085.07|252,626,081.62
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||83,839,678.12|88,615,887.18
在建工程|||27,075.00
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||19,391,715.38|19,962,381.76
开发支出|||
商誉|||
page|110
长期待摊费用|||
递延所得税资产||1,003,036.79|563,785.75
其他非流动资产||599,400.00|
非流动资产合计||104,833,830.29|109,169,129.69
资产总计||1,226,296,915.36|361,795,211.31
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款||48,525,825.54|71,493,585.84
预收款项|||
合同负债||7,982,580.32|6,777,497.21
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||7,914,845.80|8,346,426.87
应交税费||3,245,507.79|6,563,481.43
其他应付款||616,786.89|972,156.57
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债||38,186,837.20|42,653,233.59
流动负债合计||106,472,383.54|136,806,381.51
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债||507,623.95|542,329.81
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计||507,623.95|542,329.81
负债合计||106,980,007.49|137,348,711.32
所有者权益（或股东权益）：|||
实收资本（或股本）||78,414,611.00|58,810,958.00
其他权益工具|||
page|111
其中：优先股|||
永续债|||
资本公积||827,497,615.19|12,079,600.00
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||17,975,649.72|14,217,053.77
一般风险准备|||
未分配利润||195,429,031.96|139,338,888.22
归属于母公司所有者权益（或股东权益）合计||1,119,316,907.87|224,446,499.99
少数股东权益|||
所有者权益（或股东权益）合计||1,119,316,907.87|224,446,499.99
负债和所有者权益（或股东权益）总计||1,226,296,915.36|361,795,211.31
