page|80
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,549,669,743.00|2,476,263,192.68
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||81,758,451.65|90,869,757.92
收到其他与经营活动有关的|七、76|28,756,907.75|33,613,505.66
page|81
现金|||
经营活动现金流入小计||2,660,185,102.40|2,600,746,456.26
购买商品、接受劳务支付的现金||1,456,295,772.07|1,701,887,863.78
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||338,975,437.54|304,976,657.94
支付的各项税费||197,397,107.02|135,207,674.12
支付其他与经营活动有关的现金|七、76|105,064,654.74|86,858,156.98
经营活动现金流出小计||2,097,732,971.37|2,228,930,352.82
经营活动产生的现金流量净额||562,452,131.03|371,816,103.44
二、投资活动产生的现金流量：|||
收回投资收到的现金||280,040,054.75|-
取得投资收益收到的现金||654,583.76|13,500,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||152,331.31|276,113.07
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||280,846,969.82|13,776,113.07
购建固定资产、无形资产和其他长期资产支付的现金||132,564,792.98|176,123,106.25
投资支付的现金||1,289,990,000.00|-
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||-|291,456.55
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,422,554,792.98|176,414,562.80
投资活动产生的现金流量净额||-1,141,707,823.16|-162,638,449.73
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,035,696,584.50|6,000,000.00
其中：子公司吸收少数股东投资收到的现金||-|6,000,000.00
取得借款收到的现金||410,000,000.00|410,000,000.00
收到其他与筹资活动有关的现金|||
page|82
筹资活动现金流入小计||1,445,696,584.50|416,000,000.00
偿还债务支付的现金||670,000,000.00|430,000,000.00
分配股利、利润或偿付利息支付的现金||240,109,322.56|117,464,806.85
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|12,481,290.90|-
筹资活动现金流出小计||922,590,613.46|547,464,806.85
筹资活动产生的现金流量净额||523,105,971.04|-131,464,806.85
四、汇率变动对现金及现金等价物的影响||2,971,623.95|2,832,618.13
五、现金及现金等价物净增加额||-53,178,097.14|80,545,464.99
加：期初现金及现金等价物余额||279,864,440.82|199,318,975.83
六、期末现金及现金等价物余额||226,686,343.68|279,864,440.82
