page|76
项目|附注|2019 年度|2018 年度
一、营业总收入||2,922,139,022.17|2,675,360,829.97
其中：营业收入|七、59|2,922,139,022.17|2,675,360,829.97
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,360,453,887.12|2,125,462,155.59
page|77
其中：营业成本|七、59|1,921,523,052.37|1,729,369,069.00
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、60|16,953,675.85|9,185,496.51
销售费用|七、61|55,508,269.31|51,465,524.25
管理费用|七、62|167,129,721.55|159,749,764.60
研发费用|七、63|191,622,440.92|169,693,229.54
财务费用|七、64|7,716,727.12|5,999,071.69
其中：利息费用||14,370,780.80|16,598,348.50
利息收入||3,580,027.07|1,525,374.88
加：其他收益|七、65|25,812,997.38|16,918,344.15
投资收益（损失以“－”号填列）|七、66|42,580,549.96|46,847,879.12
其中：对联营企业和合营企业的投资收益||41,715,147.56|46,847,879.12
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、68|3,011,979.88|-
信用减值损失（损失以“-”号填列）|七、69|-8,654,247.39|-
资产减值损失（损失以“-”号填列）|七、70|-18,517,038.74|-17,551,185.96
资产处置收益（损失以“－”号填列）|七、71|-110,071.21|810,849.34
三、营业利润（亏损以“－”号填列）||605,809,304.93|596,924,561.03
加：营业外收入|七、72|2,456,352.26|2,398,393.12
减：营业外支出|七、73|784,477.61|1,305,894.04
四、利润总额（亏损总额以“－”号填列）||607,481,179.58|598,017,060.11
减：所得税费用|七、74|69,601,522.73|70,359,763.52
五、净利润（净亏损以“－”号填列）||537,879,656.85|527,657,296.59
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||537,879,656.85|527,657,296.59
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||474,862,393.55|483,189,647.95
page|78
2.少数股东损益（净亏损以“-”号填列）||63,017,263.30|44,467,648.64
六、其他综合收益的税后净额||-4,093.34|-12,370.47
（一）归属母公司所有者的其他综合收益的税后净额||-4,093.34|-12,370.47
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-4,093.34|-12,370.47
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||-4,093.34|-12,370.47
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||537,875,563.51|527,644,926.12
（一）归属于母公司所有者的综合收益总额||474,858,300.21|483,177,277.48
（二）归属于少数股东的综合收益总额||63,017,263.30|44,467,648.64
八、每股收益：|||
（一）基本每股收益(元/股)||1.2950|1.3422
（二）稀释每股收益(元/股)||1.2950|1.3422
