page|46
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||70,835,199.52|49,032,454.43
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||36,105.29|3,800,000.00
应收账款||91,969,127.89|90,476,826.65
应收款项融资||39,833,589.28|27,472,310.85
page|47
预付款项||4,160,555.92|14,063,761.54
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||156,407,404.71|163,249,878.74
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||120,294,883.66|104,365,784.75
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||47,588.46|46,310.65
流动资产合计||483,584,454.73|452,507,327.61
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||255,819,913.63|280,073,225.53
在建工程||529,203.54|2,407,058.80
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||18,359,324.48|18,770,371.05
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|||
其他非流动资产||676,200.00|297,400.24
非流动资产合计||275,384,641.65|301,548,055.62
资产总计||758,969,096.38|754,055,383.23
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款||16,539,974.58|14,855,416.30
预收款项|||14,648,184.71
合同负债||13,135,506.28|
卖出回购金融资产款|||
吸收存款及同业存放|||
page|48
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||6,183,507.08|5,084,721.54
应交税费||16,373,758.20|16,632,582.71
其他应付款||5,574,526.51|7,004,242.34
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债||1,707,615.82|
流动负债合计||59,514,888.47|58,225,147.60
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||4,506,136.24|4,904,948.88
递延所得税负债|||
其他非流动负债|||
非流动负债合计||4,506,136.24|4,904,948.88
负债合计||64,021,024.71|63,130,096.48
所有者权益（或股东权益）：|||
实收资本（或股本）||153,287,400.00|153,287,400.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||803,929,213.92|803,929,213.92
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|||
一般风险准备|||
未分配利润||-262,268,542.25|-266,291,327.17
归属于母公司所有者权益（或股东权益）合计||694,948,071.67|690,925,286.75
少数股东权益|||
所有者权益（或股东权益）合计||694,948,071.67|690,925,286.75
负债和所有者权益（或股东权益）总计||758,969,096.38|754,055,383.23
