page|107
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||347,294,200.99|276,717,834.66
收到的税费返还||16,598,299.54|27,439,936.25
收到其他与经营活动有关的现金|七、78|11,366,183.61|34,179,609.21
经营活动现金流入小计||375,258,684.14|338,337,380.12
购买商品、接受劳务支付的现金||204,727,630.23|156,974,820.74
支付给职工及为职工支付的现金||74,845,063.21|61,212,572.46
支付的各项税费||14,447,042.73|16,836,531.27
支付其他与经营活动有关的现金|七、78|15,756,879.78|19,515,357.92
经营活动现金流出小计||309,776,615.95|254,539,282.39
经营活动产生的现金流量净额||65,482,068.19|83,798,097.73
二、投资活动产生的现金流量：|||
收回投资收到的现金||200,000,000.00|390,000,000.00
page|108
取得投资收益收到的现金||6,357,560.90|6,243,809.62
处置固定资产、无形资产和其他长期资产收回的现金净额||209,733.61|189,046.67
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||206,567,294.51|396,432,856.29
购建固定资产、无形资产和其他长期资产支付的现金||33,145,556.66|33,326,211.83
投资支付的现金||300,000,000.00|590,000,000.00
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||333,145,556.66|623,326,211.83
投资活动产生的现金流量净额||-126,578,262.15|-226,893,355.54
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||242,812,623.86|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||242,812,623.86|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||56,091,459.50
支付其他与筹资活动有关的现金|七、78|13,509,193.14|28,200,000.00
筹资活动现金流出小计||13,509,193.14|84,291,459.50
筹资活动产生的现金流量净额||229,303,430.72|-84,291,459.50
四、汇率变动对现金及现金等价物的影响||-568,037.93|-1,150,562.37
五、现金及现金等价物净增加额||167,639,198.83|-228,537,279.68
加：期初现金及现金等价物余额||147,624,291.69|376,161,571.37
六、期末现金及现金等价物余额||315,263,490.52|147,624,291.69
