page|105
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||6,511,865,554.84|6,713,362,075.11
客户存款和同业存放款项净增加|||
page|106
额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||53,308,266.65|14,880,270.05
收到其他与经营活动有关的现金|七、76|219,606,560.67|175,849,892.94
经营活动现金流入小计||6,784,780,382.16|6,904,092,238.10
购买商品、接受劳务支付的现金||4,891,775,349.92|5,191,286,611.74
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||541,974,680.59|528,350,775.15
支付的各项税费||182,159,100.45|210,747,550.10
支付其他与经营活动有关的现金|七、76|785,960,026.72|496,355,165.97
经营活动现金流出小计||6,401,869,157.68|6,426,740,102.96
经营活动产生的现金流量净额||382,911,224.48|477,352,135.14
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||127,028,166.19|111,754,229.77
处置固定资产、无形资产和其他长期资产收回的现金净额||6,111,794.00|2,320,191.60
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76|16,559,592.90|6,039,799.20
投资活动现金流入小计||149,699,553.09|120,114,220.57
购建固定资产、无形资产和其他长期资产支付的现金||207,452,956.25|131,286,175.86
投资支付的现金|||9,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76|10,099,261.79|6,107,341.33
投资活动现金流出小计||217,552,218.04|146,393,517.19
投资活动产生的现金流量净额||-67,852,664.95|-26,279,296.62
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||5,390,000.00
其中：子公司吸收少数股东投资收到的现金|||5,390,000.00
page|107
取得借款收到的现金||1,345,000,000.00|1,931,470,076.93
收到其他与筹资活动有关的现金|七、76|28,959,686.02|91,074,198.36
筹资活动现金流入小计||1,373,959,686.02|2,027,934,275.29
偿还债务支付的现金||1,306,469,195.12|2,260,239,128.20
分配股利、利润或偿付利息支付的现金||149,494,658.98|158,315,604.19
其中：子公司支付给少数股东的股利、利润|||4,618,707.01
支付其他与筹资活动有关的现金|七、76|191,893,871.91|16,239,912.68
筹资活动现金流出小计||1,647,857,726.01|2,434,794,645.07
筹资活动产生的现金流量净额||-273,898,039.99|-406,860,369.78
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额|七、77|41,160,519.54|44,212,468.74
加：期初现金及现金等价物余额|七、77|1,283,029,787.57|1,238,817,318.83
六、期末现金及现金等价物余额|七、77|1,324,190,307.11|1,283,029,787.57
