page|62
项目|附注|2021 年度|2020 年度
一、营业总收入||1,605,450,110.15|1,225,133,410.53
其中：营业收入||1,605,450,110.15|1,225,133,410.53
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,429,254,660.06|1,101,362,317.81
其中：营业成本||1,288,904,241.31|979,922,169.85
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||5,869,825.95|5,826,049.62
销售费用||36,140,715.63|28,111,638.20
管理费用||46,505,239.21|37,028,026.15
研发费用||56,249,384.95|40,147,130.10
财务费用||-4,414,746.99|10,327,303.89
page|63
其中：利息费用||48,934.18|
利息收入||10,189,711.36|2,625,869.65
加：其他收益||5,298,724.96|9,976,033.81
投资收益（损失以“－”号填列）||7,539,200.00|-2,331,500.00
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||964,800.00|8,685,750.00
信用减值损失（损失以“-”号填列）||-3,439,961.13|-324,104.35
资产减值损失（损失以“-”号填列）||-6,716,854.88|-4,483,851.29
资产处置收益（损失以“－”号填列）||431,734.53|-7,818.17
三、营业利润（亏损以“－”号填列）||180,273,093.57|135,285,602.72
加：营业外收入||1,723,174.19|125,382.23
减：营业外支出||342,138.64|1,323,850.01
四、利润总额（亏损总额以“－”号填列）||181,654,129.12|134,087,134.94
减：所得税费用||22,484,186.38|18,087,377.46
五、净利润（净亏损以“－”号填列）||159,169,942.74|115,999,757.48
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||159,169,942.74|115,999,757.48
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||159,169,942.74|115,999,757.48
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||12,869.08
（一）归属母公司所有者的其他综合收益的税后净额|||12,869.08
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
page|64
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||12,869.08
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||12,869.08
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||159,169,942.74|116,012,626.56
（一）归属于母公司所有者的综合收益总额||159,169,942.74|116,012,626.56
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||2.07|1.76
（二）稀释每股收益(元/股)||2.07|1.76
