page|106
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|89,371,694,224.86|78,989,122,504.40
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|1,694,762,454.55|2,271,942,941.21
page|107
收到其他与经营活动有关的现金|2,335,329,177.35|3,016,540,236.68
经营活动现金流入小计|93,401,785,856.76|84,277,605,682.29
购买商品、接受劳务支付的现金|39,923,751,585.11|35,403,134,664.17
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|9,305,470,339.73|8,742,324,742.05
支付的各项税费|6,024,262,814.46|5,948,183,846.15
支付其他与经营活动有关的现金|3,237,199,828.24|4,029,121,906.78
经营活动现金流出小计|58,490,684,567.54|54,122,765,159.15
经营活动产生的现金流量净额|34,911,101,289.22|30,154,840,523.14
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金|898,712,507.62|828,679,022.22
处置固定资产、无形资产和其他长期资产收回的现金净额|7,667,549.12|8,048,628.20
处置子公司及其他营业单位收到的现金净额||9,577,157.28
收到其他与投资活动有关的现金|5,170,436,523.62|4,302,032,774.01
投资活动现金流入小计|6,076,816,580.36|5,148,337,581.71
购建固定资产、无形资产和其他长期资产支付的现金|14,440,815,872.68|13,503,177,333.69
投资支付的现金|175,292,774.97|432,460,400.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金|6,029,620,908.26|2,971,874,224.68
投资活动现金流出小计|20,645,729,555.91|16,907,511,958.37
投资活动产生的现金流量净额|-14,568,912,975.55|-11,759,174,376.66
三、筹资活动产生的现金流量：||
吸收投资收到的现金|1,020,895,760.22|84,052,084.00
page|108
其中：子公司吸收少数股东投资收到的现金|1,020,895,760.22|84,052,084.00
取得借款收到的现金|68,089,476,340.06|53,040,846,892.04
收到其他与筹资活动有关的现金||271,830,000.00
筹资活动现金流入小计|69,110,372,100.28|53,396,728,976.04
偿还债务支付的现金|69,457,523,645.45|60,281,787,732.09
分配股利、利润或偿付利息支付的现金|16,822,925,444.82|17,144,405,125.84
其中：子公司支付给少数股东的股利、利润|4,344,230,249.14|4,405,996,085.01
支付其他与筹资活动有关的现金|320,913,681.70|337,439,753.90
筹资活动现金流出小计|86,601,362,771.97|77,763,632,611.83
筹资活动产生的现金流量净额|-17,490,990,671.69|-24,366,903,635.79
四、汇率变动对现金及现金等价物的影响|1,497,433.09|-163,736,186.10
五、现金及现金等价物净增加额|2,852,695,075.07|-6,134,973,675.41
加：期初现金及现金等价物余额|8,719,143,941.04|14,854,117,616.45
六、期末现金及现金等价物余额|11,571,839,016.11|8,719,143,941.04
