page|83
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||704,219,768.05|619,197,636.88
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,017,765.38|
收到其他与经营活动有关的现金|七、76|8,772,897.81|24,774,783.56
经营活动现金流入小计||718,010,431.24|643,972,420.44
购买商品、接受劳务支付的现金||268,795,646.65|447,069,654.04
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||136,434,866.56|115,573,090.00
支付的各项税费||53,926,314.91|50,232,594.84
支付其他与经营活动有关的现金|七、76|36,479,740.75|20,529,241.23
经营活动现金流出小计||495,636,568.87|633,404,580.11
经营活动产生的现金流量净额||222,373,862.37|10,567,840.33
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||114,103.40|167,814.49
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||114,103.40|167,814.49
购建固定资产、无形资产和其他长期资产支付的现金||45,526,481.87|67,946,074.66
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||20,000,000.00|89,742,035.17
支付其他与投资活动有关的现金|||
投资活动现金流出小计||65,526,481.87|157,688,109.83
投资活动产生的现金流量净额||-65,412,378.47|-157,520,295.34
page|84
项目|附注|2019年度|2018年度
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||22,750,000.00|52,150,000.00
其中：子公司吸收少数股东投资收到的现金||22,750,000.00|52,150,000.00
取得借款收到的现金||188,093,533.47|84,876,466.53
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||210,843,533.47|137,026,466.53
偿还债务支付的现金||59,876,466.53|97,000,000.00
分配股利、利润或偿付利息支付的现金||15,129,597.38|17,496,518.43
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|2,443,700.00|
筹资活动现金流出小计||77,449,763.91|114,496,518.43
筹资活动产生的现金流量净额||133,393,769.56|22,529,948.10
四、汇率变动对现金及现金等价物的影响||-14,749.47|-6,938.28
五、现金及现金等价物净增加额|七、77|290,340,503.99|-124,429,445.19
加：期初现金及现金等价物余额|七、77|171,341,251.34|295,770,696.53
六、期末现金及现金等价物余额|七、77|461,681,755.33|171,341,251.34
