page|84
项目|附注|2021 年度|2020 年度
一、营业总收入|||11,895,140,955.55  10,040,974,432.33
其中：营业收入|七、61|11,895,140,955.55|10,040,974,432.33
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||11,009,257,010.02|9,624,440,546.99
其中：营业成本|七、61|9,844,794,294.55|8,443,244,790.01
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|-23,423,842.54|204,781,464.38
销售费用|七、63|368,373,137.22|335,461,728.57
管理费用|七、64|343,181,248.76|264,791,995.18
研发费用|七、65|24,899,071.20|19,665,469.63
财务费用|七、66|451,433,100.83|356,495,099.22
其中：利息费用||507,248,000.91|398,064,517.08
利息收入||58,805,570.84|47,745,244.37
加：其他收益|七、67|24,659,788.92|23,229,441.83
投资收益（损失以“－”号填列）|七、68|583,454,375.84|354,915,584.41
其中：对联营企业和合营企业的投资收益||216,068,466.98|251,188,845.30
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填|||
page|85
列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|90,305,841.88|-98,009,093.68
信用减值损失（损失以“-”号填列）|七、71|-49,766,594.90|-17,040,967.18
资产减值损失（损失以“-”号填列）|七、72|-855,789,458.00|-377,121,877.36
资产处置收益（损失以“－”号填列）|七、73|6,236,133.77|11,410,339.33
三、营业利润（亏损以“－”号填列）||684,984,033.04|313,917,312.69
加：营业外收入|七、74|4,913,560.54|221,809,844.06
减：营业外支出|七、75|7,634,207.92|10,138,323.43
四、利润总额（亏损总额以“－”号填列）||682,263,385.66|525,588,833.32
减：所得税费用|七、76|203,048,412.32|150,657,106.97
五、净利润（净亏损以“－”号填列）||479,214,973.34|374,931,726.35
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||479,214,973.34|374,931,726.35
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||405,460,956.33|302,056,586.61
2.少数股东损益（净亏损以“-”号填列）||73,754,017.01|72,875,139.74
六、其他综合收益的税后净额||2,477,454.96|22,688,356.48
（一）归属母公司所有者的其他综合收益的税后净额||2,534,029.54|22,475,422.54
1．不能重分类进损益的其他综合收益||-23,669,476.02|34,248,148.75
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益||-13,440,020.08|-19,239.35
（3）其他权益工具投资公允价值变动||-10,229,455.94|34,267,388.10
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||26,203,505.56|-11,772,726.21
（1）权益法下可转损益的其他综合收益||26,349,751.87|-11,792,961.89
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||-148,011.58
page|86
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-146,246.31|168,247.26
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-56,574.58|212,933.94
七、综合收益总额||481,692,428.30|397,620,082.83
（一）归属于母公司所有者的综合收益总额||407,994,985.87|324,532,009.15
（二）归属于少数股东的综合收益总额||73,697,442.43|73,088,073.68
八、每股收益：|||
（一）基本每股收益(元/股)||0.23|0.13
（二）稀释每股收益(元/股)||0.23|0.13
