page|77
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|278,824,342.52|175,759,004.11
结算备付金||
拆出资金||
交易性金融资产|300,654,657.53|
衍生金融资产||
应收票据|6,635,630.48|32,077,399.78
应收账款|200,767,963.53|109,495,644.96
应收款项融资||
预付款项|10,128,897.32|5,528,351.89
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|5,017,053.90|578,463.18
其中：应收利息||
page|78
应收股利||
买入返售金融资产||
存货|109,518,170.44|51,361,206.54
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|1,079.22|359,045.56
流动资产合计|911,547,794.94|375,159,116.02
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|85,910,813.67|79,432,641.75
在建工程|216,093.44|31,222.18
生产性生物资产||
油气资产||
使用权资产|5,168,840.24|
无形资产|17,207,484.74|18,213,471.75
开发支出||
商誉||
长期待摊费用|892,350.11|928,478.07
递延所得税资产|5,460,886.65|3,964,230.36
其他非流动资产|3,326,077.01|3,968,517.15
非流动资产合计|118,182,545.86|106,538,561.26
资产总计|1,029,730,340.80|481,697,677.28
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
page|79
交易性金融负债||
衍生金融负债|4,837.47|
应付票据|44,116,758.70|22,718,815.32
应付账款|82,156,756.25|39,207,045.01
预收款项||
合同负债|701,936.17|697,458.57
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|25,750,381.38|12,430,298.95
应交税费|9,142,339.94|3,373,804.25
其他应付款|2,086,729.21|3,387,231.64
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,145,946.23|
其他流动负债|64,562.58|65,051.06
流动负债合计|165,170,247.93|81,879,704.80
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|4,148,787.50|
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益||
递延所得税负债||
其他非流动负债||
page|80
非流动负债合计|4,148,787.50|
负债合计|169,319,035.43|81,879,704.80
所有者权益：||
股本|80,000,000.00|60,000,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|493,600,351.17|164,009,551.17
减：库存股||
其他综合收益|-170,499.19|
专项储备||
盈余公积|34,784,914.27|23,496,241.49
一般风险准备||
未分配利润|251,217,186.27|151,423,983.78
归属于母公司所有者权益合计|859,431,952.52|398,929,776.44
少数股东权益|979,352.85|888,196.04
所有者权益合计|860,411,305.37|399,817,972.48
负债和所有者权益总计|1,029,730,340.80|481,697,677.28
