page|70
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||529,279,535.33|555,474,491.64
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,075,645.53|2,618,200.64
收到其他与经营活动有关的现金|七（七十八）|23,316,303.96|16,846,987.53
经营活动现金流入小计||554,671,484.82|574,939,679.81
购买商品、接受劳务支付的现金||294,100,382.47|336,351,445.05
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|71
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||91,129,820.70|89,649,978.81
支付的各项税费||21,671,164.23|28,018,799.41
支付其他与经营活动有关的现金|七（七十八）|22,258,495.28|14,802,014.16
经营活动现金流出小计||429,159,862.68|468,822,237.43
经营活动产生的现金流量净额||125,511,622.14|106,117,442.38
二、投资活动产生的现金流量：|||
收回投资收到的现金||213,000,000.00|310,000,000.00
取得投资收益收到的现金||2,983,926.02|3,464,828.87
处置固定资产、无形资产和其他长期资产收回的现金净额||26,806,453.50|182,176.00
处置子公司及其他营业单位收到的现金净额||10,100,000.00|31,525,635.04
收到其他与投资活动有关的现金||-|-
投资活动现金流入小计||252,890,379.52|345,172,639.91
购建固定资产、无形资产和其他长期资产支付的现金||6,922,781.58|15,234,647.79
投资支付的现金||163,000,000.00|295,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||169,922,781.58|310,234,647.79
投资活动产生的现金流量净额||82,967,597.94|34,937,992.12
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||70,000,000.00
收到其他与筹资活动有关的现金|七（七十八）|60,053,562.28|30,133,058.08
筹资活动现金流入小计||60,053,562.28|100,133,058.08
偿还债务支付的现金||30,000,000.00|220,000,000.00
分配股利、利润或偿付利息支付的现金||2,951,459.36|5,397,138.30
其中：子公司支付给少数股东的股利、利润||-|-
支付其他与筹资活动有关的现金|七（七十八）|72,905,761.11|45,999,939.16
筹资活动现金流出小计||105,857,220.47|271,397,077.46
筹资活动产生的现金流量净额||-45,803,658.19|-171,264,019.38
四、汇率变动对现金及现金等价物的影响||-58,404.34|-10,565.66
五、现金及现金等价物净增加额||162,617,157.55|-30,219,150.54
加：期初现金及现金等价物余额||171,372,718.02|201,591,868.56
六、期末现金及现金等价物余额||333,989,875.57|171,372,718.02
