page|59
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|353,984,824.16|89,684,715.29
结算备付金||
拆出资金||
交易性金融资产|84,103,500.00|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||35,554,698.50
应收账款|101,327,772.41|140,008,278.94
page|60
应收款项融资|24,095,142.43|
预付款项|8,182,171.34|17,859,931.98
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|1,366,175.92|2,142,660.38
其中：应收利息||
应收股利||
买入返售金融资产||
存货|84,475,875.56|91,146,848.37
合同资产||
持有待售资产|4,258,797.70|
一年内到期的非流动资产||
其他流动资产|9,005,750.19|231,164,291.23
流动资产合计|670,800,009.71|607,561,424.69
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||137,865,000.00
其他债权投资||
持有至到期投资||
长期应收款|108,079,198.87|116,314,492.99
长期股权投资|502,741,278.97|503,828,610.37
其他权益工具投资|132,108,000.00|
其他非流动金融资产||
投资性房地产|61,962,228.12|64,757,827.36
固定资产|269,892,624.86|278,610,653.60
在建工程|1,911,647.78|14,835,457.42
生产性生物资产||
油气资产||
使用权资产||
无形资产|35,581,681.76|42,972,989.89
开发支出|23,346,833.30|21,206,370.36
商誉|121,155,297.04|140,310,738.56
page|61
长期待摊费用|1,047,034.92|1,336,273.63
递延所得税资产|14,540,871.76|13,790,750.65
其他非流动资产||
非流动资产合计|1,272,366,697.38|1,335,829,164.83
资产总计|1,943,166,707.09|1,943,390,589.52
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|38,253,785.03|60,639,927.13
应付账款|76,170,535.27|119,633,942.58
预收款项|31,502,709.84|25,576,938.32
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|13,132,176.26|12,432,063.40
应交税费|9,396,503.38|5,344,902.44
其他应付款|4,349,497.03|5,977,489.98
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|172,805,206.81|229,605,263.85
非流动负债：||
保险合同准备金||
page|62
长期借款||532,727.30
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|26,299,493.86|27,892,528.60
递延所得税负债|18,316,096.99|17,604,159.62
其他非流动负债||
非流动负债合计|44,615,590.85|46,029,415.52
负债合计|217,420,797.66|275,634,679.37
所有者权益：||
股本|176,762,528.00|176,762,528.00
其他权益工具||
其中：优先股||
永续债||
资本公积|698,400,746.44|698,400,746.44
减：库存股||
其他综合收益|85,498,188.73|90,391,638.73
专项储备||
盈余公积|114,138,339.57|104,301,220.31
一般风险准备||
未分配利润|650,199,678.41|595,185,236.21
归属于母公司所有者权益合计|1,724,999,481.15|1,665,041,369.69
少数股东权益|746,428.28|2,714,540.46
所有者权益合计|1,725,745,909.43|1,667,755,910.15
负债和所有者权益总计|1,943,166,707.09|1,943,390,589.52
