page|67
项目|2019 年度|2018 年度
一、营业总收入|9,335,484,647.69|10,195,987,032.93
其中：营业收入|4,686,686,076.25|6,042,902,233.20
利息收入|304,183,443.94|315,104,034.43
已赚保费|0.00|0.00
手续费及佣金收入|4,344,615,127.50|3,837,980,765.30
二、营业总成本|7,544,069,065.28|7,809,862,355.43
其中：营业成本|3,486,383,226.32|3,710,075,143.11
分保费用||
税金及附加|82,299,715.03|86,517,909.77
销售费用|157,704,957.36|171,978,368.90
管理费用|3,219,021,744.64|3,197,229,104.11
研发费用|200,717,097.75|172,697,894.58
财务费用|397,942,324.18|471,363,934.96
其中：利息费用|407,276,159.83|520,488,952.31
利息收入|13,704,208.95|50,543,306.04
加：其他收益|59,744,055.42|81,986,188.01
投资收益（损失以“－”号填列）|305,886,214.54|151,736,378.76
其中：对联营企业和合营企业的投资收益|290,055,845.79|111,068,396.68
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|-99,135.29|
信用减值损失（损失以“-”号填列）|-20,261,590.13|0.00
资产减值损失（损失以“-”号填列）|-28,345,390.62|-79,280,858.65
资产处置收益（损失以“-”号填列）|1,040,359.11|193,527,559.77
三、营业利润（亏损以“－”号填列）|2,109,380,095.44|2,734,093,945.39
加：营业外收入|-20,851,791.65|175,281,098.97
减：营业外支出|22,191,926.64|234,479,888.92
四、利润总额（亏损总额以“－”号填列）|2,066,336,377.15|2,674,895,155.44
减：所得税费用|458,923,206.85|595,982,653.06
五、净利润（净亏损以“－”号填列）|1,607,413,170.30|2,078,912,502.38
page|68
项目|2019 年度|2018 年度
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|1,607,413,170.30|2,078,912,502.38
2.终止经营净利润（净亏损以“－”号填列）|0.00|0.00
（二）按所有权归属分类||
1.归属于母公司所有者的净利润|490,335,005.26|757,007,965.38
2.少数股东损益|1,117,078,165.04|1,321,904,537.00
六、其他综合收益的税后净额|8,924,569.06|28,093,303.26
归属母公司所有者的其他综合收益的税后净额|3,218,277.19|87,312,751.24
（一）不能重分类进损益的其他综合收益|-3,459.24|2,317,447.24
1.重新计量设定受益计划变动额||2,317,447.24
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|-3,459.24|
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|3,221,736.43|84,995,304.00
1.权益法下可转损益的其他综合收益|1,452,135.62|127,916,165.29
2.其他债权投资公允价值变动|526,313.36|
3.可供出售金融资产公允价值变动损益||-53,383,575.26
4.金融资产重分类计入其他综合收益的金额||
5.持有至到期投资重分类为可供出售金融资产损益||
6.其他债权投资信用减值准备||
7.现金流量套期储备||
8.外币财务报表折算差额|1,243,287.45|10,462,713.97
9.其他||
归属于少数股东的其他综合收益的税后净额|5,706,291.87|-59,219,447.98
七、综合收益总额|1,616,337,739.36|2,107,005,805.64
归属于母公司所有者的综合收益总额|493,553,282.45|844,320,716.62
归属于少数股东的综合收益总额|1,122,784,456.91|1,262,685,089.02
八、每股收益：||
（一）基本每股收益|0.70|1.08
（二）稀释每股收益|0.70|1.08
