page|66
项目|附注|2019 年度|2018 年度
一、营业总收入||777,139,767.15|746,405,464.43
其中：营业收入||777,139,767.15|746,405,464.43
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||769,626,541.31|734,353,261.81
其中：营业成本||593,256,236.60|571,677,203.68
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
page|67
分保费用|||
税金及附加||4,419,422.08|3,982,993.89
销售费用||32,389,143.33|33,741,928.19
管理费用||98,863,041.54|87,982,247.01
研发费用||27,533,371.54|26,512,045.96
财务费用||13,165,326.22|10,456,843.08
其中：利息费用||13,301,474.40|10,764,984.65
利息收入||606,605.83|723,105.64
加：其他收益||4,003,117.00|4,696,292.73
投资收益（损失以“－”号填列）||-1,569,481.37|1,090,921.28
其中：对联营企业和合营企业的投资收益||-1,186,903.64|687,716.32
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-6,797,785.50|
资产减值损失（损失以“-”号填列）|||-5,623,394.05
资产处置收益（损失以“－”号填列）||117,814.50|
三、营业利润（亏损以“－”号填列）||3,266,890.47|12,216,022.58
加：营业外收入||837,912.80|3,265,486.00
减：营业外支出||211,932.42|625,864.62
四、利润总额（亏损总额以“－”号填列）||3,892,870.85|14,855,643.96
减：所得税费用||-101,584.55|1,997,813.39
五、净利润（净亏损以“－”号填列）||3,994,455.40|12,857,830.57
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||3,994,455.40|12,857,830.57
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||6,246,064.50|12,857,830.57
2.少数股东损益（净亏损以“-”号填列）||-2,251,609.10|
六、其他综合收益的税后净额||34,365.83|19,216.68
（一）归属母公司所有者的其他综合收益的税后净额||-23,103.37|19,216.68
1．不能重分类进损益的其他综合收益|||
page|68
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-23,103.37|19,216.68
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||-23,103.37|19,216.68
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||57,469.20|
七、综合收益总额||4,028,821.23|12,877,047.25
（一）归属于母公司所有者的综合收益总额||6,222,961.13|12,877,047.25
（二）归属于少数股东的综合收益总额||-2,194,139.90|
八、每股收益：|||
（一）基本每股收益(元/股)||0.03|0.06
（二）稀释每股收益(元/股)||0.03|0.06
