page|85
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|4,835,731,299.00|3,499,591,709.84
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据||11,117,383.51
应收账款|6,834,636,906.54|3,796,938,052.10
应收款项融资|310,366,814.26|162,445,314.82
预付款项|68,451,837.36|244,400,122.33
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|58,466,554.20|55,693,336.90
其中：应收利息||
应收股利||
买入返售金融资产||
存货|6,163,014,267.57|3,746,755,643.19
合同资产|252,725,913.28|93,917,011.83
持有待售资产||
一年内到期的非流动资产||
其他流动资产|403,589,047.41|333,612,501.48
page|86
流动资产合计|18,926,982,639.62|11,944,471,076.00
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|312,139,996.62|253,144,698.16
其他权益工具投资|500,000.00|500,000.00
其他非流动金融资产||
投资性房地产||
固定资产|1,895,738,029.42|539,945,079.61
在建工程|510,621,621.69|1,016,610,074.40
生产性生物资产||
油气资产||
使用权资产|89,160,888.43|
无形资产|99,015,548.69|47,088,093.82
开发支出||
商誉||
长期待摊费用|5,095,813.91|4,227,288.30
递延所得税资产|334,307,153.88|170,760,997.95
其他非流动资产|2,540,602,434.08|2,041,335,101.13
非流动资产合计|5,787,181,486.72|4,073,611,333.37
资产总计|24,714,164,126.34|16,018,082,409.37
流动负债：||
短期借款|74,130,000.00|
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|6,720,900,323.15|5,135,133,038.93
应付账款|8,477,100,746.85|4,460,003,086.23
预收款项||
合同负债|3,327,319,950.68|2,430,665,836.03
卖出回购金融资产款||
page|87
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|83,436,094.40|61,989,813.38
应交税费|176,580,703.48|28,696,801.07
其他应付款|147,960,633.38|147,098,721.11
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|22,042,195.54|5,006,584.72
其他流动负债|649,591,092.47|507,232,420.27
流动负债合计|19,679,061,739.95|12,775,826,301.74
非流动负债：||
保险合同准备金||
长期借款|578,606,830.41|256,617,442.89
应付债券||435,415,044.05
其中：优先股||
永续债||
租赁负债|80,127,374.07|
长期应付款|218,839,353.25|3,700,000.00
长期应付职工薪酬||
预计负债|1,298,196,480.48|627,453,372.32
递延收益|71,973,888.19|75,629,936.00
递延所得税负债||
其他非流动负债||
非流动负债合计|2,247,743,926.40|1,398,815,795.26
负债合计|21,926,805,666.35|14,174,642,097.00
所有者权益：||
股本|338,990,171.00|293,960,000.00
其他权益工具||138,190,127.43
其中：优先股||
永续债||
page|88
资本公积|1,287,424,688.37|681,013,586.77
减：库存股|61,936,800.00|
其他综合收益||
专项储备|137,054.72|325,791.54
盈余公积|125,968,166.93|83,482,329.91
一般风险准备||
未分配利润|1,031,837,331.46|584,756,064.38
归属于母公司所有者权益合计|2,722,420,612.48|1,781,727,900.03
少数股东权益|64,937,847.51|61,712,412.34
所有者权益合计|2,787,358,459.99|1,843,440,312.37
负债和所有者权益总计|24,714,164,126.34|16,018,082,409.37
