page|72
项目|附注|2020 年度|2019 年度
一、营业总收入||657,077,984.87|714,252,633.64
其中：营业收入|五、37|657,077,984.87|714,252,633.64
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||643,445,839.42|671,754,274.58
其中：营业成本|五、37|539,149,792.33|584,085,680.24
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、38|4,017,448.72|4,195,976.62
销售费用|五、39|10,665,557.71|9,647,442.83
管理费用|五、40|64,914,806.00|49,445,290.37
研发费用|五、41|11,081,088.35|12,916,601.94
财务费用|五、42|13,617,146.31|11,463,282.58
其中：利息费用||14,334,768.40|12,449,998.08
利息收入||1,164,940.27|1,275,023.72
加：其他收益|五、43|1,961,501.83|878,916.75
|投资收益（损失以“－”号填列）  五、44|4,412,929.17|-375,880.15
其中：对联营企业和合营企业的投资收益||15,864.37|-375,880.15
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|五、45|-16,216,759.41|-23,025,159.80
资产减值损失（损失以“-”号填列）|五、46|-7,966,716.50|-52,952.27
资产处置收益（损失以“－”号填列）|||
page|73
三、营业利润（亏损以“－”号填列）||-4,176,899.46|19,923,283.59
加：营业外收入|五、47|1,985,488.64|5,123.52
减：营业外支出|五、48|1,412,564.76|229,834.84
四、利润总额（亏损总额以“－”号填列）||-3,603,975.58|19,698,572.27
减：所得税费用|五、49|-200,957.89|5,762,062.36
五、净利润（净亏损以“－”号填列）||-3,403,017.69|13,936,509.91
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-3,403,017.69|13,936,509.91
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-992,391.55|16,896,211.73
2.少数股东损益（净亏损以“-”号填列）||-2,410,626.14|-2,959,701.82
六、其他综合收益的税后净额||290,969.17|-1,618,792.08
（一）归属母公司所有者的其他综合收益的税后净额||290,969.17|-1,618,792.08
1．不能重分类进损益的其他综合收益||262,748.87|-1,606,893.39
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||262,748.87|-1,606,893.39
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||28,220.30|-11,898.69
（1）权益法下可转损益的其他综合收益||23,345.99|-7,024.38
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||4,874.31|-4,874.31
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-3,112,048.52|12,317,717.83
（一）归属于母公司所有者的综合收益总额||-701,422.38|15,277,419.65
（二）归属于少数股东的综合收益总额||-2,410,626.14|-2,959,701.82
八、每股收益：|||
（一）基本每股收益(元/股)||-0.01|0.12
（二）稀释每股收益(元/股)|||
