page|189
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,997,361,902.07|1,240,199,937.87
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,375,231.49|2,253,155.92
收到其他与经营活动有关的现金|七、78|206,101,289.28|109,847,608.19
经营活动现金流入小计||2,205,838,422.84|1,352,300,701.98
购买商品、接受劳务支付的现金||1,344,843,241.16|591,702,878.54
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
page|190
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||275,655,843.34|179,272,113.75
支付的各项税费||100,913,646.66|79,899,188.00
支付其他与经营活动有关的现金|七、78|173,736,300.12|99,809,910.81
经营活动现金流出小计||1,895,149,031.28|950,684,091.10
经营活动产生的现金流量净额||310,689,391.56|401,616,610.88
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,690,000,000.00|869,000,000.00
取得投资收益收到的现金||18,733,122.49|25,665,228.94
处置固定资产、无形资产和其他长期资产收回的现金净额||35,128,390.00|4,454,081.71
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|9,708,299.13|5,555,944.76
投资活动现金流入小计||1,753,569,811.62|904,675,255.41
购建固定资产、无形资产和其他长期资产支付的现金||511,689,219.58|281,057,065.44
投资支付的现金||1,608,100,000.00|1,653,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||227,972,455.78|-
支付其他与投资活动有关的现金|七、78||
投资活动现金流出小计||2,347,761,675.36|1,934,057,065.44
投资活动产生的现金流量净额||-594,191,863.74|-1,029,381,810.03
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||15,000,000.00|1,884,171,032.00
其中：子公司吸收少数股东投资收到的现金||15,000,000.00|9,800,000.00
page|191
取得借款收到的现金||280,403,850.00|45,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||295,403,850.00|1,929,171,032.00
偿还债务支付的现金||135,963,250.00|335,167,044.08
分配股利、利润或偿付利息支付的现金||144,143,287.83|48,917,703.49
其中：子公司支付给少数股东的股利、利润||6,920,550.00|2,940,000.00
支付其他与筹资活动有关的现金|七、78|159,973,281.11|114,860,408.87
筹资活动现金流出小计||440,079,818.94|498,945,156.44
筹资活动产生的现金流量净额||-144,675,968.94|1,430,225,875.56
四、汇率变动对现金及现金等价物的影响||-2,714,678.70|-716,396.63
五、现金及现金等价物净增加额|七、79|-430,893,119.82|801,744,279.78
加：期初现金及现金等价物余额|七、79|989,366,134.36|187,621,854.58
六、期末现金及现金等价物余额|七、79|558,473,014.54|989,366,134.36
