page|90
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,721,813,911.54|2,877,504,375.05
客户存款和同业存放款项净增加额|||
page|91
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||58,890,867.46|49,947,962.25
经营活动现金流入小计||2,780,704,779.00|2,927,452,337.30
购买商品、接受劳务支付的现金||2,105,081,633.23|2,176,044,017.67
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||299,034,477.74|270,335,691.50
支付的各项税费||73,221,604.51|93,481,799.31
支付其他与经营活动有关的现金||168,427,523.51|195,832,784.10
page|92
经营活动现金流出小计||2,645,765,238.99|2,735,694,292.58
经营活动产生的现金流量净额||134,939,540.01|191,758,044.72
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,080,000,000.00|3,513,670,000.00
取得投资收益收到的现金||12,009,833.36|13,332,896.83
处置固定资产、无形资产和其他长期资产收回的现金净额||471,557.67|419,303.29
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,092,481,391.03|3,527,422,200.12
购建固定资产、无形资产和其他长期资产支付的现金||77,271,658.72|54,322,957.42
投资支付的现金||837,900,000.00|3,793,720,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||915,171,658.72|3,848,042,957.42
投资活动产生的现金流量净额||177,309,732.31|-320,620,757.30
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||188,516,400.98
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||220,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||408,516,400.98
偿还债务支付的现金||170,000,000.00|115,000,000.00
page|93
分配股利、利润或偿付利息支付的现金||37,830,789.13|6,769,059.56
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||57,704,241.08|
筹资活动现金流出小计||265,535,030.21|121,769,059.56
筹资活动产生的现金流量净额||-265,535,030.21|286,747,341.42
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||46,714,242.11|157,884,628.84
加：期初现金及现金等价物余额||376,914,607.18|219,029,978.34
六、期末现金及现金等价物余额||423,628,849.29|376,914,607.18
