page|81
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|739,924,947.27|2,167,446,050.68
结算备付金||
拆出资金||
交易性金融资产|50,114,657.54|
以公允价值计量且其变动计入当||
page|82
期损益的金融资产||
衍生金融资产||
应收票据|9,938,000.00|82,928,319.65
应收账款|416,193,665.47|325,055,172.79
应收款项融资|21,482,464.76|
预付款项|274,392,059.08|149,215,507.58
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|98,813,686.52|80,711,505.82
其中：应收利息||
应收股利||
买入返售金融资产||
存货|847,479,516.29|668,674,900.87
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|87,245,601.56|105,785,971.63
流动资产合计|2,545,584,598.49|3,579,817,429.02
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||175,840,125.33
其他债权投资||
持有至到期投资||
长期应收款|532,103,743.28|760,733,752.65
长期股权投资|832,140,053.47|894,463,756.51
其他权益工具投资||
其他非流动金融资产|342,921,552.59|
投资性房地产|478,079,386.83|76,360,912.30
固定资产|1,008,552,728.35|1,055,070,929.90
在建工程|485,284,533.40|294,930,203.27
生产性生物资产||
油气资产||
page|83
使用权资产||
无形资产|274,011,593.99|264,971,800.17
开发支出||4,085,388.88
商誉|51,501,409.45|14,650,325.90
长期待摊费用|14,946,693.92|14,871,333.10
递延所得税资产|83,970,630.56|72,357,421.32
其他非流动资产|57,731,723.03|70,427,746.97
非流动资产合计|4,161,244,048.87|3,698,763,696.30
资产总计|6,706,828,647.36|7,278,581,125.32
流动负债：||
短期借款|1,685,792,204.70|1,659,785,120.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||289,500.00
衍生金融负债||
应付票据|413,605,784.09|756,825,399.86
应付账款|156,319,060.88|122,617,772.70
预收款项|43,017,092.66|21,974,209.03
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|34,629,130.59|34,552,228.36
应交税费|11,125,646.22|11,862,339.02
其他应付款|53,384,687.79|111,247,891.65
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|66,770,514.77|15,167,323.04
page|84
其他流动负债||
流动负债合计|2,464,644,121.70|2,734,321,783.66
非流动负债：||
保险合同准备金|5,405,651.23|11,754,061.70
长期借款|144,895,083.86|398,455,154.49
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|55,658,774.73|82,355,370.16
长期应付职工薪酬||
预计负债||
递延收益|33,005,560.06|31,826,986.53
递延所得税负债|1,037,958.87|1,085,729.33
其他非流动负债||
非流动负债合计|240,003,028.75|525,477,302.21
负债合计|2,704,647,150.45|3,259,799,085.87
所有者权益：||
股本|1,011,203,661.00|1,011,203,661.00
其他权益工具||
其中：优先股||
永续债||
资本公积|3,070,229,136.70|3,029,529,133.31
减：库存股|280,467,139.90|230,443,925.80
其他综合收益|1,111,113.44|2,548,856.80
专项储备||
盈余公积|97,515,673.95|89,219,089.17
一般风险准备||
未分配利润|97,522,547.95|82,722,072.81
归属于母公司所有者权益合计|3,997,114,993.14|3,984,778,887.29
少数股东权益|5,066,503.77|34,003,152.16
所有者权益合计|4,002,181,496.91|4,018,782,039.45
负债和所有者权益总计|6,706,828,647.36|7,278,581,125.32
