page|86
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|538,568,439.36|332,156,324.69
结算备付金||
拆出资金||
交易性金融资产|120,285,068.49|
衍生金融资产||
应收票据||9,351,830.49
应收账款|153,178,125.82|133,333,190.29
应收款项融资|4,626,255.04|19,842,930.04
预付款项|72,641,721.77|56,165,236.28
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|852,873.89|4,084,962.88
其中：应收利息||
应收股利||
page|87
买入返售金融资产||
存货|264,164,564.13|208,527,606.58
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|5,758,391.78|6,649,693.42
流动资产合计|1,160,075,440.28|770,111,774.67
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|427,344,817.82|460,598,961.69
在建工程|26,603,313.54|1,184,269.19
生产性生物资产||
油气资产||
使用权资产||
无形资产|122,354,678.26|26,572,825.75
开发支出||
商誉|18,023,616.11|1,736,644.95
长期待摊费用|3,642,784.64|4,184,825.05
递延所得税资产|2,668,787.32|3,294,778.19
其他非流动资产|14,340,144.63|7,315,261.00
非流动资产合计|614,978,142.32|504,887,565.82
资产总计|1,775,053,582.60|1,274,999,340.49
流动负债：||
短期借款|269,300,950.01|214,825,310.42
向中央银行借款||
拆入资金||
交易性金融负债||
page|88
衍生金融负债||
应付票据|30,572,419.12|7,000,000.00
应付账款|22,874,865.60|27,739,790.56
预收款项||380,661.86
合同负债|70,672.28|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|1,825,227.61|2,396,450.54
应交税费|6,850,940.14|10,705,558.37
其他应付款|42,556,415.23|15,490,352.57
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||15,061,386.11
其他流动负债||
流动负债合计|374,051,489.99|293,599,510.43
非流动负债：||
保险合同准备金||
长期借款||26,000,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|8,652,069.48|10,233,259.88
递延所得税负债|24,438,744.78|1,552,979.35
其他非流动负债||
非流动负债合计|33,090,814.26|37,786,239.23
page|89
负债合计|407,142,304.25|331,385,749.66
所有者权益：||
股本|346,000,000.00|259,500,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|561,025,368.32|288,529,727.16
减：库存股||
其他综合收益||
专项储备||
盈余公积|30,118,859.35|25,896,761.84
一般风险准备||
未分配利润|430,767,050.68|369,687,101.83
归属于母公司所有者权益合计|1,367,911,278.35|943,613,590.83
少数股东权益||
所有者权益合计|1,367,911,278.35|943,613,590.83
负债和所有者权益总计|1,775,053,582.60|1,274,999,340.49
