page|101
合并现金流量表|||
|||人民币元
2019年度|||
|附注五||
||2019 年|2018 年
一、 经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||
||55,803,880,635.86|46,794,007,122.39
收到的税费返还|||
||14,595,925.20|1,777,623.17
收到其他与经营活动有关的现金||740,730,355.35|679,596,722.04
|58||
经营活动现金流入小计||56,559,206,916.41|47,475,381,467.60
购买商品、接受劳务支付的现金|||
||49,939,998,830.19|41,436,895,750.53
支付给职工以及为职工支付的现金|||
||2,175,588,129.28|1,893,939,719.20
支付的各项税费|||
||1,270,243,180.50|1,096,228,714.78
支付其他与经营活动有关的现金||1,173,024,693.24|1,725,710,930.82
|58||
经营活动现金流出小计||54,558,854,833.21|46,152,775,115.33
经营活动产生的现金流量净额||2,000,352,083.20|1,322,606,352.27
|59||
二、 投资活动产生的现金流量：|||
取得投资收益收到的现金|||
||151,841,842.08|131,401,264.72
处置固定资产、无形资产和其他长期资|||
产收回的现金净额|||
||5,299,820.29|5,978,720.99
取得子公司及其他营业单位收到的现金|||
净额|||
|59|-|2,468,522.33
处置子公司及其他营业单位收到的现金|||
净额|||
|59|791,464.76|-
收到其他与投资活动有关的现金||3,188,480.07|98,793,085.40
|58||
投资活动现金流入小计||161,121,607.20|238,641,593.44
购建固定资产、无形资产和其他长期资|||
产支付的现金|||
||245,167,920.77|255,481,604.79
投资支付的现金|||
||56,001,023.17|124,575,351.00
取得子公司及其他营业单位支付的现金|||
|59||
净额|||
||97,801,928.16|-
支付其他与投资活动有关的现金|58|2,597,750.74|81,042,904.53
投资活动现金流出小计||401,568,622.84|461,099,860.32
投资活动产生的现金流量净额||(240,447,015.64)|(222,458,266.88)
page|102
合并现金流量表（续）|||
|||人民币元
2019年度|||
|附注五||
||2019 年|2018 年
三、 筹资活动产生的现金流量：|||
吸收投资收到的现金|||
||46,093,966.84|2,793,191,200.00
其中：子公司吸收少数股东投资收|||
到的现金|||
||46,093,966.84|2,793,191,200.00
取得借款所收到的现金|||
||83,786,182.96|86,231,834.83
收到其他与筹资活动有关的现金|58|249,305,768.12|484,038,819.20
筹资活动现金流入小计||379,185,917.92|3,363,461,854.03
偿还债务支付的现金|||
||99,846,808.49|79,670,200.30
分配股利、利润或偿付利息支付的现金|||
||529,835,909.14|340,534,805.52
其中：子公司支付给少数股东的股|||
利、利润|||
||39,827,223.10|66,702,208.88
支付其他与筹资活动有关的现金|58|718,672,829.88|84,475,782.06
筹资活动现金流出小计||1,348,355,547.51|504,680,787.88
筹资活动产生的现金流量净额||(969,169,629.59)|2,858,781,066.15
四、汇率变动对现金及现金等价物的影响||(175,693.26)|(310,822.25)
五、现金及现金等价物净增加额|||
||790,559,744.71|3,958,618,329.29
加：年初现金及现金等价物余额||7,632,117,020.77|3,673,498,691.48
六、年末现金及现金等价物余额|59|8,422,676,765.48|7,632,117,020.77
