page|61
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,089,506,571.56|6,208,502,175.92
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金|||
page|62
净额|||
收到的税费返还|||12,345,870.36
收到其他与经营活动有关的现金||55,413,072.27|27,291,559.57
经营活动现金流入小计||8,144,919,643.83|6,248,139,605.85
购买商品、接受劳务支付的现金||4,954,235,187.95|4,624,607,331.36
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,028,506,976.02|668,536,419.04
支付的各项税费||403,388,325.77|445,008,777.03
支付其他与经营活动有关的现金||484,945,603.07|212,226,599.50
经营活动现金流出小计||6,871,076,092.81|5,950,379,126.93
经营活动产生的现金流量净额||1,273,843,551.02|297,760,478.92
二、投资活动产生的现金流量：|||
收回投资收到的现金|||46,759,709.52
取得投资收益收到的现金||281,615,317.85|366,828,120.88
处置固定资产、无形资产和其他长期资产收回的现金净额||253,228.53|83,460,880.47
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||48,553,276.70|21,425,886.02
投资活动现金流入小计||330,421,823.08|518,474,596.89
购建固定资产、无形资产和其他长期资产支付的现金||727,605,255.49|463,942,960.09
投资支付的现金||2,000,000.00|207,369,628.53
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||729,605,255.49|671,312,588.62
投资活动产生的现金流量净额||-399,183,432.41|-152,837,991.73
三、筹资活动产生的现金流量：|||
page|63
吸收投资收到的现金|||30,000,000.00
其中：子公司吸收少数股东投资收到的现金|||30,000,000.00
取得借款收到的现金||120,000,000.00|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||120,000,000.00|30,000,000.00
偿还债务支付的现金||53,537,045.44|207,021,397.89
分配股利、利润或偿付利息支付的现金||395,147,935.67|310,550,750.11
其中：子公司支付给少数股东的股利、利润||71,181,925.26|86,520,805.08
支付其他与筹资活动有关的现金||223,493.50|240,021.50
筹资活动现金流出小计||448,908,474.61|517,812,169.50
筹资活动产生的现金流量净额||-328,908,474.61|-487,812,169.50
四、汇率变动对现金及现金等价物的影响||-195,639.40|-409,755.33
五、现金及现金等价物净增加额||545,556,004.60|-343,299,437.64
加：期初现金及现金等价物余额||1,163,769,910.69|1,507,069,348.33
六、期末现金及现金等价物余额||1,709,325,915.29|1,163,769,910.69
