page|80
项目|附注|2020 年度|2019 年度
一、营业总收入||2,785,506,052.16|2,669,288,071.08
其中：营业收入|七、61|2,785,506,052.16|2,669,288,071.08
利息收入|||
page|81
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,512,923,653.75|2,447,555,317.06
其中：营业成本|七、61|2,190,916,269.14|2,131,539,426.46
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|11,297,672.58|12,800,438.16
销售费用|七、63|58,828,906.74|60,991,785.48
管理费用|七、64|89,001,152.34|99,658,049.58
研发费用|七、65|119,691,224.77|108,074,016.71
财务费用|七、66|43,188,428.18|34,491,600.67
其中：利息费用||40,056,090.94|35,332,868.26
利息收入||4,479,053.66|3,228,556.51
加：其他收益|七、67|28,914,077.35|22,044,827.90
投资收益（损失以“－”号填列）|七、68|5,919,385.39|-984,778.57
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|568,506.48|
信用减值损失（损失以“-”号填列）|七、71|-11,282,637.40|-3,119,594.79
资产减值损失（损失以“-”号填列）|七、72|-10,068,471.81|-9,806,230.16
资产处置收益（损失以“－”号填列）|七、73|-2,588,197.27|-2,741,843.71
三、营业利润（亏损以“－”号填列）||284,045,061.15|227,125,134.69
加：营业外收入|七、74|399,369.20|4,289,422.20
减：营业外支出|七、75|1,301,398.90|391,136.71
四、利润总额（亏损总额以“－”号填列）||283,143,031.45|231,023,420.18
减：所得税费用|七、76|36,429,527.59|29,466,270.26
五、净利润（净亏损以“－”号填列）||246,713,503.86|201,557,149.92
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||246,713,503.86|201,557,149.92
page|82
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||246,713,503.86|201,557,149.92
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-16,787,519.79|2,751,675.61
（一）归属母公司所有者的其他综合收益的税后净额||-16,787,519.79|2,751,675.61
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-16,787,519.79|2,751,675.61
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-16,787,519.79|2,751,675.61
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||229,925,984.07|204,308,825.53
（一）归属于母公司所有者的综合收益总额||229,925,984.07|204,308,825.53
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.55|0.46
（二）稀释每股收益(元/股)||0.55|0.46
