page|65
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,399,472,646.45|709,371,136.64
结算备付金||
拆出资金||
交易性金融资产|10,900,000.00|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|2,063,563.40|111,149,324.08
应收账款|2,518,633,213.87|2,494,048,437.38
应收款项融资|164,105,358.25|
预付款项|613,504,695.29|937,215,722.47
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|282,649,474.09|259,441,542.40
其中：应收利息||
应收股利|9,800,000.00|948,437.50
买入返售金融资产||
存货|1,344.00|1,587,106.05
合同资产||
持有待售资产|14,010,497.96|
一年内到期的非流动资产||
其他流动资产|94,815,291.50|731,539,863.13
流动资产合计|5,100,156,084.81|5,244,353,132.15
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||129,499,226.12
page|66
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|713,093,290.68|871,325,445.29
其他权益工具投资|47,999,226.12|
其他非流动金融资产|61,500,000.00|
投资性房地产|264,219,603.60|255,623,400.00
固定资产|681,482,449.95|701,233,670.59
在建工程||
生产性生物资产||
油气资产||
使用权资产||
无形资产|87,894,111.88|64,117,674.50
开发支出||5,677,244.14
商誉|1,680,131,420.49|1,825,831,420.49
长期待摊费用|17,047,579.00|27,447,382.61
递延所得税资产|106,903,342.74|103,466,964.25
其他非流动资产||
非流动资产合计|3,660,271,024.46|3,984,222,427.99
资产总计|8,760,427,109.27|9,228,575,560.14
流动负债：||
短期借款|601,694,913.68|642,300,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|89,521,421.65|80,603,681.61
应付账款|1,560,748,458.58|1,770,528,263.04
预收款项|295,458,045.38|332,535,364.75
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
page|67
代理买卖证券款||
代理承销证券款||
应付职工薪酬|119,385,442.85|111,942,812.22
应交税费|125,252,994.05|103,987,330.69
其他应付款|91,943,444.01|52,204,166.30
其中：应付利息||1,077,958.45
应付股利|16,235,088.67|1,536,721.72
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||72,602,000.00
其他流动负债|68,993,611.98|54,786,094.14
流动负债合计|2,952,998,332.18|3,221,489,712.75
非流动负债：||
保险合同准备金||
长期借款||130,237,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债|175,468,590.71|338,917,206.71
递延收益|466,666.36|666,666.40
递延所得税负债|17,427,101.05|18,394,524.17
其他非流动负债||
非流动负债合计|193,362,358.12|488,215,397.28
负债合计|3,146,360,690.30|3,709,705,110.03
所有者权益：||
股本|1,743,337,128.00|1,743,337,128.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,404,862,715.35|1,408,911,905.94
page|68
减：库存股||
其他综合收益|73,679,813.54|74,295,464.04
专项储备||
盈余公积|171,592,134.30|150,205,816.62
一般风险准备||
未分配利润|1,985,493,591.27|1,831,746,232.09
归属于母公司所有者权益合计|5,378,965,382.46|5,208,496,546.69
少数股东权益|235,101,036.51|310,373,903.42
所有者权益合计|5,614,066,418.97|5,518,870,450.11
负债和所有者权益总计|8,760,427,109.27|9,228,575,560.14
