page|84
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||399,361,335.14|721,888,335.57
结算备付金|||
拆出资金|||
交易性金融资产||381,223,990.64|
以公允价值计量且其变动计入当期损益的金融资产|||207,229.26
衍生金融资产|||
应收票据|||2,392,573.40
应收账款||380,807,337.93|430,518,225.71
应收款项融资|||
预付款项||101,740,063.14|215,715,560.02
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||17,715,599.93|23,387,148.54
其中：应收利息|||476,568.07
应收股利|||
买入返售金融资产|||
存货||734,496,285.74|666,570,804.40
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||81,532,689.06|47,480,777.08
流动资产合计||2,096,877,301.58|2,108,160,653.98
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||2,820,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||4,192,793.83|4,562,335.92
其他权益工具投资|||
其他非流动金融资产||2,820,000.00|
投资性房地产||33,370,706.29|745,359.47
固定资产||514,381,450.64|447,592,817.47
在建工程||199,371,793.28|98,598,753.58
生产性生物资产||1,772,081.10|1,459,278.40
油气资产|||
使用权资产|||
无形资产||481,982,837.74|509,743,245.78
开发支出|||
page|85
商誉||9,229,460.56|
长期待摊费用||1,896,551.69|2,621,599.47
递延所得税资产||41,115,624.80|33,295,356.81
其他非流动资产||110,077,739.48|19,975,043.95
非流动资产合计||1,400,211,039.41|1,121,413,790.85
资产总计||3,497,088,340.99|3,229,574,444.83
流动负债：|||
短期借款||82,300,666.67|243,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债||337,684.45|
以公允价值计量且其变动计入当期损益的金融负债|||224,322.38
衍生金融负债|||
应付票据||204,354,532.29|225,756,219.70
应付账款||526,328,573.91|365,529,665.90
预收款项||296,117,954.21|304,575,964.52
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||52,792,724.83|34,393,579.03
应交税费||7,887,627.92|28,176,136.63
其他应付款||44,309,477.07|51,465,190.75
其中：应付利息|||
应付股利||51,214.86|
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||1,214,429,241.35|1,253,121,078.91
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债||13,189,652.31|11,615,382.36
递延收益||1,340,000.00|900,000.00
递延所得税负债||25,123,773.62|7,373,433.98
其他非流动负债|||
非流动负债合计||39,653,425.93|19,888,816.34
负债合计||1,254,082,667.28|1,273,009,895.25
所有者权益（或股东权益）：|||
page|86
实收资本（或股本）||169,638,860.00|169,399,860.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||728,783,199.86|716,046,529.46
减：库存股||19,284,224.94|22,355,764.20
其他综合收益|||
专项储备||24,236,097.57|18,726,373.72
盈余公积||43,449,178.91|38,543,867.57
一般风险准备|||
未分配利润||1,296,182,562.31|1,036,203,683.03
归属于母公司所有者权益（或股东权益）合计||2,243,005,673.71|1,956,564,549.58
少数股东权益|||
所有者权益（或股东权益）合计||2,243,005,673.71|1,956,564,549.58
负债和所有者权益（或股东权益）总计||3,497,088,340.99|3,229,574,444.83
