page|136
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||632,661,246.42|524,703,321.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||36,350,810.04|27,969,855.51
收到其他与经营活动有关的现金|七、78|50,337,450.37|29,613,176.07
经营活动现金流入小计||719,349,506.83|582,286,353.41
购买商品、接受劳务支付的现金||291,250,841.42|230,503,516.92
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||140,794,058.25|109,696,516.30
支付的各项税费||25,166,421.62|20,711,658.02
支付其他与经营活动有关的现金|七、78|81,391,985.70|79,993,327.32
经营活动现金流出小计||538,603,306.99|440,905,018.56
经营活动产生的现金流量净额||180,746,199.84|141,381,334.85
二、投资活动产生的现金流量：|||
收回投资收到的现金||907,000,000.00|95,239,108.32
取得投资收益收到的现金||3,085,300.83|411,553.35
处置固定资产、无形资产和其他长期资产收回的现金净额||339,937.81|11,457,749.38
处置子公司及其他营业单位|||16,999,999.98
page|137
收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||910,425,238.64|124,108,411.03
购建固定资产、无形资产和其他长期资产支付的现金||233,355,948.50|111,283,537.21
投资支付的现金||914,000,000.00|176,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,147,355,948.50|287,283,537.21
投资活动产生的现金流量净额||-236,930,709.86|-163,175,126.18
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||762,629,380.06|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||242,677,342.72|291,378,751.17
收到其他与筹资活动有关的现金|七、78||3,401,105.00
筹资活动现金流入小计||1,005,306,722.78|294,779,856.17
偿还债务支付的现金||422,793,050.11|239,246,999.91
分配股利、利润或偿付利息支付的现金||6,043,220.45|11,631,662.80
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|41,579,492.96|4,398,792.22
筹资活动现金流出小计||470,415,763.52|255,277,454.93
筹资活动产生的现金流量净额||534,890,959.26|39,502,401.24
四、汇率变动对现金及现金等价物的影响||-1,578,314.90|-7,733,328.09
五、现金及现金等价物净增加额||477,128,134.34|9,975,281.82
加：期初现金及现金等价物余额||68,070,990.93|58,095,709.11
六、期末现金及现金等价物余额||545,199,125.27|68,070,990.93
