page|81
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|附注七、1|11,739,078.58|150,808,862.64
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|附注七、4||10,990,577.82
应收账款|附注七、5|127,679,729.44|60,786,300.46
应收款项融资|||
预付款项|附注七、7|85,079,236.34|69,351,135.70
应收保费|||
page|82
应收分保账款|||
应收分保合同准备金|||
其他应收款|附注七、8|12,220,190.03|199,290,968.70
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|附注七、9|262,008,138.66|240,597,763.06
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|附注七、13|7,642,853.30|10,334,486.46
流动资产合计||506,369,226.35|742,160,094.84
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|附注七、18|100,000.00|100,000.00
其他非流动金融资产|附注七、19|77,600,000.00|77,600,000.00
投资性房地产|附注七、20||11,959,150.79
固定资产|附注七、21|199,526,940.86|198,433,078.88
在建工程|附注七、22|875,257.85|362,264.16
生产性生物资产|||
油气资产|||
使用权资产|附注七、25|12,331,625.18|
无形资产|附注七、26|20,707,596.76|787,131.21
开发支出|||
商誉|附注七、28|36,147,612.22|36,147,612.22
长期待摊费用|附注七、29|2,278,567.60|3,536,681.25
递延所得税资产|附注七、30|858,271.92|1,013,884.60
其他非流动资产|附注七、31|782,154.00|8,058,435.92
非流动资产合计||351,208,026.39|337,998,239.03
资产总计||857,577,252.74|1,080,158,333.87
流动负债：|||
短期借款|附注七、32|26,611,883.75|135,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|附注七、36|26,606,741.47|31,722,150.15
预收款项|||
合同负债|附注七、38|6,766,653.12|11,720,109.04
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
page|83
应付职工薪酬|附注七、39|1,120,613.36|910,885.04
应交税费|附注七、40|47,616,467.44|36,724,770.50
其他应付款|附注七、41|283,885,953.65|116,761,767.26
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|附注七、43|11,745,077.25|
其他流动负债|附注七、44|1,163,521.19|1,757,609.28
流动负债合计||405,516,911.23|334,597,291.27
非流动负债：|||
保险合同准备金|||
长期借款|附注七、45|5,940,007.93|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|附注七、47|9,458,710.82|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|附注七、51|1,746,692.34|1,890,913.74
递延所得税负债|||
其他非流动负债|附注七、52|70,000,000.00|70,000,000.00
非流动负债合计||87,145,411.09|71,890,913.74
负债合计||492,662,322.32|406,488,205.01
所有者权益（或股东权益）：|||
实收资本（或股本）|附注七、53|400,000,000.00|400,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|附注七、55|314,933,079.28|547,908,580.48
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|附注七、59|7,152,184.77|7,152,184.77
一般风险准备|||
未分配利润|附注七、60|-357,170,280.89|-360,934,746.53
归属于母公司所有者权益（或股东权益）合计||364,914,983.16|594,126,018.72
少数股东权益||-52.74|79,544,110.14
所有者权益（或股东权益）合计||364,914,930.42|673,670,128.86
负债和所有者权益（或股东权益）总计||857,577,252.74|1,080,158,333.87
