page|78
项目|附注|2020 年度|2019 年度
一、营业总收入||886,248,508.71|835,579,882.90
其中：营业收入|五、34|886,248,508.71|835,579,882.90
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||765,840,231.11|708,480,581.13
其中：营业成本|五、34|679,444,674.59|615,487,118.47
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、35|6,879,110.83|6,863,436.20
page|79
销售费用|五、36|5,737,651.66|7,933,753.85
管理费用|五、37|31,328,337.32|35,658,723.30
研发费用|五、38|21,749,271.57|29,208,835.70
财务费用|五、39|20,701,185.14|13,328,713.61
其中：利息费用||15,532,229.34|14,313,067.29
利息收入||4,017,987.61|2,210,127.58
加：其他收益|五、40|13,181,796.39|8,585,888.97
投资收益（损失以“－”号填列）|五、41|2.38|23.01
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|五、42|-19,141,064.36|-11,717,088.94
资产减值损失（损失以“-”号填列）|五、43|-5,214,967.19|-4,357,935.53
资产处置收益（损失以“－”号填列）|五、44|1,434,057.22|-11,232.18
三、营业利润（亏损以“－”号填列）||110,668,102.04|119,598,957.1
加：营业外收入|五、45|29,998.94|606,780.94
减：营业外支出|五、46|171,547.66|191,409.70
四、利润总额（亏损总额以“－”号填列）||110,526,553.32|120,014,328.34
减：所得税费用|五、47|11,688,607.6|6,648,195.19
五、净利润（净亏损以“－”号填列）||98,837,945.72|113,366,133.15
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||98,837,945.72|113,366,133.15
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||99,219,245.95|114,038,536.64
2.少数股东损益（净亏损以||-381,300.23|-672,403.49
page|80
“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||98,837,945.72|113,366,133.15
（一）归属于母公司所有者的综合收益总额||99,219,245.95|114,038,536.64
（二）归属于少数股东的综合收益总额||-381,300.23|-672,403.49
八、每股收益：|||
（一）基本每股收益(元/股)||0.3219|0.3714
（二）稀释每股收益(元/股)|||
