page|70
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|1,013,287,543.99|1,272,644,748.54
结算备付金|||
拆出资金|||
交易性金融资产|七、2|341,272,958.90|71,109,452.05
衍生金融资产|||
应收票据|||
应收账款|七、5|89,802,619.93|58,350,460.22
应收款项融资|七、6|66,893,606.19|30,674,231.78
预付款项|七、7|13,066,666.31|17,089,330.84
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|1,056,604.78|961,123.91
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|969,274,139.53|837,796,101.11
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|16,297,983.86|13,455,676.20
流动资产合计||2,510,952,123.49|2,302,081,124.65
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
page|71
其他权益工具投资|七、18|237,145,392.56|247,451,380.06
其他非流动金融资产|||
投资性房地产|七、20|102,500,702.58|105,762,712.26
固定资产|七、21|602,370,771.98|557,074,850.01
在建工程|七、22|139,436,164.97|150,382,566.99
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|259,066,049.30|274,924,794.53
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|七、30|5,807,873.07|5,507,548.66
其他非流动资产|七、31|658,513.05|706,082.86
非流动资产合计||1,346,985,467.51|1,341,809,935.37
资产总计||3,857,937,591.00|3,643,891,060.02
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|58,500,000.00|35,900,000.00
应付账款|七、36|391,523,200.38|284,543,426.45
预收款项|七、37|3,121,515.81|112,405,850.65
合同负债|七、38|129,203,399.26|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
page|72
应付职工薪酬|七、39|25,179,818.10|26,783,406.24
应交税费|七、40|42,271,019.83|17,884,459.74
其他应付款|七、41|120,890,930.89|123,780,912.62
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|16,618,081.50|
流动负债合计||787,307,965.77|601,298,055.70
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|137,401,559.13|142,053,857.19
递延所得税负债|七、30|31,317,087.87|67,732,770.37
其他非流动负债|||
非流动负债合计||168,718,647.00|209,786,627.56
负债合计||956,026,612.77|811,084,683.26
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|657,796,824.00|657,796,824.00
其他权益工具|||
其中：优先股|||
page|73
永续债|||
资本公积|七、55|1,174,961,782.84|1,167,468,428.44
减：库存股|||
其他综合收益|七、57|92,996,544.42|100,726,035.04
专项储备|七、58|26,295,205.55|27,541,966.54
盈余公积|七、59|122,917,310.76|115,805,754.46
一般风险准备|||
未分配利润|七、60|819,188,822.23|756,894,266.10
归属于母公司所有者权益（或股东权益）合计||2,894,156,489.80|2,826,233,274.58
少数股东权益||7,754,488.43|6,573,102.18
所有者权益（或股东权益）合计||2,901,910,978.23|2,832,806,376.76
负债和所有者权益（或股东权益）总计||3,857,937,591.00|3,643,891,060.02
