page|75
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现||1,120,922,159.09|1,089,942,407.39
page|76
金|||
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78（1）|38,187,191.73|45,604,024.45
经营活动现金流入小计||1,159,109,350.82|1,135,546,431.84
购买商品、接受劳务支付的现金||599,993,089.58|602,305,470.60
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||193,346,683.61|203,255,745.74
支付的各项税费||69,060,001.08|78,164,166.14
支付其他与经营活动有关的现金|七、78（2）|38,705,712.87|58,085,744.91
经营活动现金流出小计||901,105,487.14|941,811,127.39
经营活动产生的现金流量净额||258,003,863.68|193,735,304.45
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||1,233,761.95|
处置固定资产、无形资产和其他长期资产收回的现金净额||300.00|500,540.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,234,061.95|500,540.00
page|77
购建固定资产、无形资产和其他长期资产支付的现金||439,668,639.55|512,004,527.55
投资支付的现金||500,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|10,000,000.00|10,000,000.00
投资活动现金流出小计||450,168,639.55|522,004,527.55
投资活动产生的现金流量净额||-448,934,577.60|-521,503,987.55
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||31,500,000.00|
其中：子公司吸收少数股东投资收到的现金||31,500,000.00|
取得借款收到的现金||300,732,560.72|405,488,926.40
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||332,232,560.72|405,488,926.40
偿还债务支付的现金||27,356,362.00|55,011,364.00
分配股利、利润或偿付利息支付的现金||81,769,503.29|78,266,600.12
其中：子公司支付给少数股东的股利、利润||2,450,000.00|6,858,500.00
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||109,125,865.29|133,277,964.12
筹资活动产生的现金流量净额||223,106,695.43|272,210,962.28
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||32,175,981.51|-55,557,720.82
加：期初现金及现金等价物余额||256,362,484.64|311,920,205.46
六、期末现金及现金等价物余额||288,538,466.15|256,362,484.64
