page|112
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||157,963,809.10|24,534,315.27
交易性金融资产||140,583,611.10|
衍生金融资产|||
应收票据||76,933,327.95|
应收账款||79,150,724.31|64,070,327.53
应收款项融资||304,148.84|78,414,983.03
预付款项||4,715,057.21|1,643,514.15
page|113
其他应收款||3,310,600.32|3,083,628.42
其中：应收利息|||
应收股利|||
存货||88,430,461.98|56,746,364.55
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||581,747.17
其他流动资产||2,629,337.20|5,433,962.23
流动资产合计||554,021,078.01|234,508,842.35
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款||53,306.92|
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||344,812,592.94|317,432,959.87
在建工程||144,278,282.19|38,530,937.18
生产性生物资产|||
油气资产|||
使用权资产||12,517,908.29|
无形资产||19,394,255.74|19,849,717.87
开发支出|||
商誉|||
长期待摊费用||3,409,193.08|
递延所得税资产||7,628,831.54|6,512,099.27
其他非流动资产||63,298,420.61|1,541,438.95
非流动资产合计||595,392,791.31|383,867,153.14
资产总计||1,149,413,869.32|618,375,995.49
流动负债：|||
短期借款|||43,922,998.77
交易性金融负债|||
衍生金融负债|||
应付票据||19,577,517.00|
应付账款||61,086,223.63|19,598,139.42
预收款项|||
合同负债||2,565,245.91|2,960,616.51
应付职工薪酬||18,104,884.19|12,046,618.45
应交税费||5,998,925.35|4,846,338.95
其他应付款||6,405,414.02|7,592,531.39
其中：应付利息|||
page|114
应付股利|||
持有待售负债|||
一年内到期的非流动负债||787,794.37|15,859,743.66
其他流动负债||72,991,314.20|45,313,502.45
流动负债合计||187,517,318.67|152,140,489.60
非流动负债：|||
长期借款|||8,694,587.22
应付债券|||
其中：优先股|||
永续债|||
租赁负债||11,758,604.71|
长期应付款|||
长期应付职工薪酬|||
预计负债||28,803,187.31|20,473,701.40
递延收益||11,413,812.07|10,964,280.15
递延所得税负债||20,715,808.90|14,932,949.11
其他非流动负债|||
非流动负债合计||72,691,412.99|55,065,517.88
负债合计||260,208,731.66|207,206,007.48
所有者权益（或股东权益）：|||
实收资本（或股本）||44,008,000.00|33,006,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||530,841,806.89|182,153,740.58
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||22,004,000.00|16,503,000.00
未分配利润||292,351,330.77|179,507,247.43
所有者权益（或股东权益）合计||889,205,137.66|411,169,988.01
负债和所有者权益（或股东权益）总计||1,149,413,869.32|618,375,995.49
page|115
减：营业成本||241,278,404.23|153,268,272.14
税金及附加||4,171,435.71|2,965,482.50
销售费用||13,134,149.73|10,129,424.32
管理费用||26,241,304.24|17,164,152.53
研发费用||24,910,798.36|19,752,428.62
财务费用||-280,575.85|4,702,234.74
其中：利息费用||1,550,560.00|4,724,661.16
利息收入||1,860,162.58|215,264.56
加：其他收益||2,099,593.96|2,756,336.87
投资收益（损失以“－”号填列）||3,648,993.35|
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||583,611.10|
信用减值损失（损失以“-”号填列）||-395,315.82|-990,306.36
资产减值损失（损失以“-”号填列）||-341,217.78|-1,364,299.59
资产处置收益（损失以“－”号填列）||-595,247.06|-516,310.84
二、营业利润（亏损以“－”号填列）||181,022,191.14|104,089,342.45
加：营业外收入||6,598,342.77|11,016.03
减：营业外支出||761,182.55|1,868,726.83
三、利润总额（亏损总额以“－”号填列）||186,859,351.36|102,231,631.65
减：所得税费用||24,506,268.02|13,226,714.12
四、净利润（净亏损以“－”号填列）||162,353,083.34|89,004,917.53
（一）持续经营净利润（净亏损以“－”号填列）||162,353,083.34|89,004,917.53
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变|||
page|116
动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||162,353,083.34|89,004,917.53
七、每股收益：|||
（一）基本每股收益(元/股)||3.85|2.70
（二）稀释每股收益(元/股)||3.85|2.70
page|117
收回投资收到的现金||333,735,624.75|
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||101,950.00|1,064,898.43
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||333,837,574.75|1,064,898.43
购建固定资产、无形资产和其他长期资产支付的现金||205,823,790.10|101,326,582.19
投资支付的现金||470,000,000.00|
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||675,823,790.10|101,326,582.19
投资活动产生的现金流量净额||-341,986,215.35|-100,261,683.76
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||377,194,853.06|
取得借款收到的现金|||44,400,000.00
收到其他与筹资活动有关的现金||600,000.00|
筹资活动现金流入小计||377,794,853.06|44,400,000.00
偿还债务支付的现金||66,840,000.00|63,560,000.00
分配股利、利润或偿付利息支付的现金||45,714,155.62|4,626,009.63
支付其他与筹资活动有关的现金||17,036,572.77|10,867,773.61
筹资活动现金流出小计||129,590,728.39|79,053,783.24
筹资活动产生的现金流量净额||248,204,124.67|-34,653,783.24
四、汇率变动对现金及现金等价物的影响||71,055.06|-128,377.70
五、现金及现金等价物净增加额||112,387,564.78|-34,098,537.82
加：期初现金及现金等价物余额||21,587,740.92|55,686,278.74
六、期末现金及现金等价物余额||133,975,305.70|21,587,740.92
