page|73
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||10,352,032,239.58|9,289,066,331.50
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
page|74
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||36,015,252.02|89,619,536.50
收到其他与经营活动有关的现金|七、76(1)|1,802,862,838.96|1,445,130,815.43
经营活动现金流入小计||12,190,910,330.56|10,823,816,683.43
购买商品、接受劳务支付的现金||5,913,023,364.52|6,011,599,306.46
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,714,115,378.78|1,699,948,791.95
支付的各项税费||199,048,176.81|223,608,187.26
支付其他与经营活动有关的现金|七、76(2)|1,278,679,419.91|1,620,069,996.96
经营活动现金流出小计||9,104,866,340.02|9,555,226,282.63
经营活动产生的现金流量净额||3,086,043,990.54|1,268,590,400.80
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,481,997,809.31|1,267,703,902.59
取得投资收益收到的现金||85,967,881.19|43,410,716.65
处置固定资产、无形资产和其他长期资产收回的现金净额||2,550,449.03|22,888,983.38
处置子公司及其他营业单位收到的现金净额|||2,315,396.84
收到其他与投资活动有关的现金|七、76(3)|64,281,597.87|
投资活动现金流入小计||1,634,797,737.40|1,336,318,999.46
购建固定资产、无形资产和其他长期资产支付的现金||570,220,382.21|87,865,226.19
投资支付的现金||1,180,475,690.26|1,870,788,908.12
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76(4)|135,004,000.00|
投资活动现金流出小计||1,885,700,072.47|1,958,654,134.31
投资活动产生的现金流量净额||-250,902,335.07|-622,335,134.85
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||5,466,672.72|5,522,400.00
其中：子公司吸收少数股东投资收到的现金||5,466,672.72|5,522,400.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||5,466,672.72|5,522,400.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||1,146,809,114.60|1,129,870,124.78
其中：子公司支付给少数股东的股利、利润||51,249,114.60|52,270,124.78
支付其他与筹资活动有关的现金|七、76(6)|376,890.11|6,471,902.25
筹资活动现金流出小计||1,147,186,004.71|1,136,342,027.03
page|75
筹资活动产生的现金流量净额||-1,141,719,331.99|-1,130,819,627.03
四、汇率变动对现金及现金等价物的影响||18,238.50|-138,419.41
五、现金及现金等价物净增加额|七、77(1)|1,693,440,561.98|-484,702,780.49
加：期初现金及现金等价物余额|七、77(1)|11,642,166,535.06|12,126,869,315.55
六、期末现金及现金等价物余额|七、77(4)|13,335,607,097.04|11,642,166,535.06
