page|71
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,161,029,957.44|2,524,236,585.84
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
page|72
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,643,611.43|
收到其他与经营活动有关的现金|七、78|31,651,244.55|22,689,913.38
经营活动现金流入小计||2,196,324,813.42|2,546,926,499.22
购买商品、接受劳务支付的现金||1,780,487,364.14|2,139,038,646.74
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||229,002,170.61|238,836,296.58
支付的各项税费||23,991,453.80|17,349,997.11
支付其他与经营活动有关的现金|七、78|100,819,717.46|122,403,182.26
经营活动现金流出小计||2,134,300,706.01|2,517,628,122.69
经营活动产生的现金流量净额||62,024,107.41|29,298,376.53
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||106,498,889.70|4,305,408.41
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|481,247,239.70|151,359,583.93
投资活动现金流入小计||587,746,129.40|155,664,992.34
购建固定资产、无形资产和其他长期资产支付的现金||82,387,534.87|15,960,906.53
投资支付的现金|||1,900,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|557,717,694.76|310,274,536.13
投资活动现金流出小计||640,105,229.63|328,135,442.66
投资活动产生的现金流量净额||-52,359,100.23|-172,470,450.32
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,329,000,000.00|1,179,000,000.00
收到其他与筹资活动有关的现金|七、78|40,037,900.52|60,000,000.00
筹资活动现金流入小计||1,369,037,900.52|1,239,000,000.00
偿还债务支付的现金||1,342,800,000.00|1,260,200,000.00
page|73
分配股利、利润或偿付利息支付的现金||39,886,026.66|41,500,272.83
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|1,650,943.40|23,879,528.32
筹资活动现金流出小计||1,384,336,970.06|1,325,579,801.15
筹资活动产生的现金流量净额||-15,299,069.54|-86,579,801.15
四、汇率变动对现金及现金等价物的影响||1,026,679.91|2,935,957.98
五、现金及现金等价物净增加额||-4,607,382.45|-226,815,916.96
加：期初现金及现金等价物余额||293,237,093.93|520,053,010.89
六、期末现金及现金等价物余额||288,629,711.48|293,237,093.93
