page|125
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|436,712,635.35|339,734,658.16
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还||1,617,421.70
收到其他与经营活动有关的现金|8,211,418.61|10,367,264.58
经营活动现金流入小计|444,924,053.96|351,719,344.44
购买商品、接受劳务支付的现金|216,298,476.57|201,040,178.50
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
page|126
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|88,606,488.72|71,543,162.70
支付的各项税费|12,237,165.72|11,489,789.07
支付其他与经营活动有关的现金|39,989,745.46|39,990,370.25
经营活动现金流出小计|357,131,876.47|324,063,500.52
经营活动产生的现金流量净额|87,792,177.49|27,655,843.92
二、投资活动产生的现金流量：||
收回投资收到的现金|60,274,565.15|6,400,000.00
取得投资收益收到的现金|1,351,490.82|5,568.15
处置固定资产、无形资产和其他长期资产收回的现金净额|17,696.00|30,891.60
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|61,643,751.97|6,436,459.75
购建固定资产、无形资产和其他长期资产支付的现金|4,024,526.66|1,335,006.41
投资支付的现金|206,490,000.00|16,400,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金|13,270,795.25|250,000.00
投资活动现金流出小计|223,785,321.91|17,985,006.41
投资活动产生的现金流量净额|-162,141,569.94|-11,548,546.66
三、筹资活动产生的现金流量：||
吸收投资收到的现金|123,223,835.85|
其中：子公司吸收少数股东投资收到的现金|1,125,000.00|
取得借款收到的现金||2,009,784.22
收到其他与筹资活动有关的现金||
筹资活动现金流入小计|123,223,835.85|2,009,784.22
偿还债务支付的现金||
分配股利、利润或偿付利息支付的现金||40,642.30
page|127
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|19,245,027.70|3,407,400.00
筹资活动现金流出小计|19,245,027.70|3,448,042.30
筹资活动产生的现金流量净额|103,978,808.15|-1,438,258.08
四、汇率变动对现金及现金等价物的影响|-4,385.14|-13,263.24
五、现金及现金等价物净增加额|29,625,030.56|14,655,775.94
加：期初现金及现金等价物余额|169,536,107.42|154,880,331.48
六、期末现金及现金等价物余额|199,161,137.98|169,536,107.42
