page|82
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|5,123,374,813.83|4,674,844,437.35
其中：营业收入|七、61|5,123,374,813.83|4,674,844,437.35
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,066,474,772.09|3,834,499,268.75
其中：营业成本|七、61|2,993,916,980.72|2,826,059,472.05
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
page|83
税金及附加|七、62|58,071,354.48|60,986,903.06
销售费用|七、63|566,385,359.94|456,289,303.83
管理费用|七、64|280,653,551.38|295,102,319.26
研发费用|七、65|154,130,171.85|147,189,722.34
财务费用|七、66|13,317,353.72|48,871,548.21
其中：利息费用|七、66|10,182,255.87|51,294,863.07
利息收入|七、66|1,440,220.84|6,650,668.46
加：其他收益|七、67|30,456,661.12|18,513,514.64
投资收益（损失以“－”号填列）|七、68|85,449,851.57|71,640,062.46
其中：对联营企业和合营企业的投资收益|七、68|-37,254.43|-1,034,064.33
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|1,007,003.15|
信用减值损失（损失以“-”号填列）|七、71|-927,811.70|675,081.57
资产减值损失（损失以“-”号填列）|七、72|-1,415,433.59|-630.27
资产处置收益（损失以“－”号填列）|七、73|-2,705,842.73|-227,953.29
三、营业利润（亏损以“－”号填列）||1,168,764,469.56|930,945,243.71
加：营业外收入|七、74|1,614,836.51|1,262,098.67
减：营业外支出|七、75|40,302,779.15|4,185,436.70
四、利润总额（亏损总额以“－”号填列）||1,130,076,526.92|928,021,905.68
减：所得税费用|七、76|158,704,875.24|136,691,992.21
五、净利润（净亏损以“－”号填列）||971,371,651.68|791,329,913.47
page|84
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）|七、68|971,371,651.68|791,329,913.47
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||889,931,677.24|717,943,134.48
2.少数股东损益（净亏损以“-”号填列）||81,439,974.44|73,386,778.99
六、其他综合收益的税后净额||29,819.75|35,681.59
（一）归属母公司所有者的其他综合收益的税后净额||29,819.75|35,681.59
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||29,819.75|35,681.59
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||29,819.75|35,681.59
page|85
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||971,401,471.43|791,365,595.06
（一）归属于母公司所有者的综合收益总额||889,961,496.99|717,978,816.07
（二）归属于少数股东的综合收益总额||81,439,974.44|73,386,778.99
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|1.1171|0.9012
（二）稀释每股收益(元/股)|十八、2|1.1171|0.9012
