page|89
项目|附注|2019 年度|2018 年度
一、营业总收入||1,316,165,825.60|1,097,844,671.98
其中：营业收入||1,276,105,232.14|1,066,328,391.50
利息收入||17,472,554.55|18,925,995.53
已赚保费|||
手续费及佣金收入||22,588,038.91|12,590,284.95
二、营业总成本||1,416,133,947.96|1,135,072,596.97
其中：营业成本||933,407,045.88|697,486,606.90
利息支出|||
page|90
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额||1,118,340.95|458,984.17
保单红利支出|||
分保费用|||
税金及附加||72,911,202.09|52,727,931.57
销售费用||107,459,709.89|87,259,966.62
管理费用||191,287,800.02|169,330,420.72
研发费用|||
财务费用||109,949,849.13|127,808,686.99
其中：利息费用||119,682,915.96|145,344,147.30
利息收入||10,288,644.26|18,016,175.08
加：其他收益||6,209,989.81|3,590,853.58
投资收益（损失以“－”号填列）||170,904,415.68|972,770,575.74
其中：对联营企业和合营企业的投资收益||37,203,048.39|33,766,013.45
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||13,675,211.68|-44,756.50
信用减值损失（损失以“-”号填列）||-575,531,626.39|
资产减值损失（损失以“-”号填列）||-14,172,750.26|-120,677,468.57
资产处置收益（损失以“－”号填列）||-166,228.95|-177,536.98
三、营业利润（亏损以“－”号填列）||-499,049,110.79|818,233,742.28
加：营业外收入||4,415,845.56|5,825,439.05
减：营业外支出||3,852,437.27|3,132,803.81
四、利润总额（亏损总额以“－”号填列）||-498,485,702.50|820,926,377.52
减：所得税费用||43,823,169.67|236,127,576.63
五、净利润（净亏损以“－”号填列）||-542,308,872.17|584,798,800.89
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-542,308,872.17|584,798,800.89
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
page|91
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-553,294,937.22|571,982,617.38
2.少数股东损益（净亏损以“-”号填列）||10,986,065.05|12,816,183.51
六、其他综合收益的税后净额||44,627,238.87|-9,503,313.26
（一）归属母公司所有者的其他综合收益的税后净额||44,627,238.87|-9,503,313.26
1．不能重分类进损益的其他综合收益||22,919,482.00|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||22,919,482.00|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||21,707,756.87|-9,503,313.26
（1）权益法下可转损益的其他综合收益||21,707,756.87|-6,349,354.89
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-3,153,958.37
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-497,681,633.30|575,295,487.63
（一）归属于母公司所有者的综合收益总额||-508,667,698.35|562,479,304.12
（二）归属于少数股东的综合收益总额||10,986,065.05|12,816,183.51
八、每股收益：|||
（一）基本每股收益(元/股)||-0.822|0.8494
（二）稀释每股收益(元/股)||-0.822|0.8494
