page|56
项目|附注|2020 年度|2019 年度
一、营业总收入||3,427,069,472.85|2,992,346,751.75
其中：营业收入|七、30|3,427,069,472.85|2,992,346,751.75
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,730,128,636.99|2,434,379,271.39
其中：营业成本|七、30|2,277,073,672.80|1,887,996,309.97
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、31|33,800,655.96|30,211,124.47
销售费用|七、32|95,345,981.20|228,447,697.43
管理费用|七、33|184,339,536.31|177,872,965.42
研发费用|七、34|133,869,813.47|126,863,196.92
财务费用|七、35|5,698,977.25|-17,012,022.82
其中：利息费用||115,179.96|854,430.59
利息收入||14,146,727.47|11,758,932.19
加：其他收益|七、36|15,858,869.76|10,324,443.57
投资收益（损失以“－”号填列）|七、37|15,901,050.05|29,122,802.79
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、38|504,298.23|1,841,649.32
page|57
信用减值损失（损失以“-”号填列）|七、39|-13,330,754.66|-2,599,321.54
资产减值损失（损失以“-”号填列）|七、40|-38,486,383.02|-13,828,317.00
资产处置收益（损失以“－”号填列）|七、41|-134,610.48|3,491,289.19
三、营业利润（亏损以“－”号填列）||677,253,305.74|586,320,026.69
加：营业外收入|七、42|7,270,659.92|6,613,250.39
减：营业外支出|七、43|31,040,137.53|46,891,560.57
四、利润总额（亏损总额以“－”号填列）||653,483,828.13|546,041,716.51
减：所得税费用|七、44|89,044,271.08|87,354,454.10
五、净利润（净亏损以“－”号填列）||564,439,557.05|458,687,262.41
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||564,439,557.05|458,687,262.41
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||564,439,557.05|458,687,262.41
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
page|58
七、综合收益总额||564,439,557.05|458,687,262.41
（一）归属于母公司所有者的综合收益总额||564,439,557.05|458,687,262.41
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.95|0.77
（二）稀释每股收益(元/股)||0.95|0.77
