page|60
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|374,681,677.24|353,984,824.16
结算备付金||
拆出资金||
交易性金融资产|127,500,000.00|84,103,500.00
衍生金融资产||
应收票据|8,550,000.00|
应收账款|92,004,421.40|101,327,772.41
应收款项融资|16,048,873.14|24,095,142.43
预付款项|6,057,332.82|8,182,171.34
page|61
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|22,735,468.04|1,366,175.92
其中：应收利息||
应收股利|21,444,157.78|
买入返售金融资产||
存货|70,539,170.54|84,475,875.56
合同资产||
持有待售资产||4,258,797.70
一年内到期的非流动资产||
其他流动资产|6,118,952.48|9,005,750.19
流动资产合计|724,235,895.66|670,800,009.71
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|108,079,198.87|108,079,198.87
长期股权投资|482,864,221.56|502,741,278.97
其他权益工具投资|163,927,000.00|132,108,000.00
其他非流动金融资产||
投资性房地产|59,709,117.12|61,962,228.12
固定资产|262,419,662.45|269,892,624.86
在建工程|1,854,631.86|1,911,647.78
生产性生物资产||
油气资产||
使用权资产||
无形资产|34,710,301.51|35,581,681.76
开发支出|12,759,676.80|23,346,833.30
商誉|86,520,759.66|121,155,297.04
长期待摊费用|580,738.10|1,047,034.92
递延所得税资产|10,123,211.72|14,540,871.76
其他非流动资产||
非流动资产合计|1,223,548,519.65|1,272,366,697.38
page|62
资产总计|1,947,784,415.31|1,943,166,707.09
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|29,912,213.00|38,253,785.03
应付账款|77,801,734.22|76,170,535.27
预收款项|86,507.94|31,502,709.84
合同负债|11,359,201.70|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|12,915,674.69|13,132,176.26
应交税费|7,766,558.75|9,396,503.38
其他应付款|4,632,355.81|4,349,497.03
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|819,499.58|
流动负债合计|145,293,745.69|172,805,206.81
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
page|63
长期应付职工薪酬||
预计负债||
递延收益|21,560,098.22|26,299,493.86
递延所得税负债|11,869,819.87|18,316,096.99
其他非流动负债|1,582,510.22|
非流动负债合计|35,012,428.31|44,615,590.85
负债合计|180,306,174.00|217,420,797.66
所有者权益：||
股本|176,762,528.00|176,762,528.00
其他权益工具||
其中：优先股||
永续债||
资本公积|698,400,746.44|698,400,746.44
减：库存股||
其他综合收益|78,544,338.73|85,498,188.73
专项储备||
盈余公积|122,705,970.21|114,138,339.57
一般风险准备||
未分配利润|687,907,506.83|650,199,678.41
归属于母公司所有者权益合计|1,764,321,090.21|1,724,999,481.15
少数股东权益|3,157,151.10|746,428.28
所有者权益合计|1,767,478,241.31|1,725,745,909.43
负债和所有者权益总计|1,947,784,415.31|1,943,166,707.09
