page|134
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|1,011,418,016.27|1,334,866,139.24
其中：营业收入|七、61|1,011,418,016.27|1,334,866,139.24
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||908,332,244.67|1,034,817,968.84
其中：营业成本|七、61|755,965,378.95|835,185,218.65
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|12,287,942.56|10,550,769.84
销售费用|七、63|21,466,046.48|43,990,870.99
管理费用|七、64|62,439,716.85|67,188,582.39
研发费用|七、65|52,141,736.74|66,356,568.65
财务费用|七、66|4,031,423.09|11,545,958.32
其中：利息费用||9,384,371.69|14,549,579.24
利息收入||15,701,346.76|986,082.79
加：其他收益|七、67|10,570,268.00|7,751,388.63
投资收益（损失以“－”号填列）|七、68|14,828,224.91|-358,059.65
其中：对联营企业和合营企业的投资收益||493,711.33|-478,136.17
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净 敞 口 套 期 收 益 （ 损 失 以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|27,115,879.34|5,254,447.30
信用减值损失（损失以“-”号填列）|七、71|11,871,037.34|-8,438,596.29
资产减值损失（损失以“-”号填列）|七、72|-5,069,450.70|-3,284,641.15
资产处置收益（损失以“－”号填列）|七、73|105,136.74|-1,720,733.14
三、营业利润（亏损以“－”号填列）||162,506,867.23|299,251,976.10
加：营业外收入|七、74|8,037,916.95|3,852,626.37
page|135
减：营业外支出|七、75|5,656,661.07|5,769,454.05
四、利润总额（亏损总额以“－”号填列）||164,888,123.11|297,335,148.42
减：所得税费用|七、76|28,501,606.21|48,762,127.61
五、净利润（净亏损以“－”号填列）||136,386,516.90|248,573,020.81
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||136,386,516.90|248,573,020.81
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||136,742,721.34|248,687,778.77
2. 少 数 股 东 损 益 （ 净 亏 损 以“-”号填列）||-356,204.44|-114,757.96
六、其他综合收益的税后净额||963,696.43|-200,824.60
（一）归属母公司所有者的其他综合收益的税后净额||963,696.43|-200,824.60
1．不能重分类进损益的其他综合收益||3,756,809.62|-191,704.35
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||3,756,809.62|-191,704.35
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-2,793,113.19|-9,120.25
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-2,793,113.19|-9,120.25
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||137,350,213.33|248,372,196.21
（一）归属于母公司所有者的综合收益总额||137,706,417.77|248,486,954.17
（二）归属于少数股东的综合收益总额||-356,204.44|-114,757.96
八、每股收益：|||
（一）基本每股收益(元/股)||1.23|2.85
page|136
（二）稀释每股收益(元/股)||1.23|2.85
