page|60
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,014,613,328.47|1,397,751,175.38
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
page|61
收到的税费返还||34,130,844.46|24,446,892.66
收到其他与经营活动有关的现金||5,830,462.72|8,378,345.21
经营活动现金流入小计||2,054,574,635.65|1,430,576,413.25
购买商品、接受劳务支付的现金||1,352,686,893.17|963,653,003.95
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||149,955,151.72|86,856,553.10
支付的各项税费||124,513,329.45|94,648,061.90
支付其他与经营活动有关的现金||92,479,471.69|53,970,573.89
经营活动现金流出小计||1,719,634,846.03|1,199,128,192.84
经营活动产生的现金流量净额||334,939,789.62|231,448,220.41
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,080,000,000.00|2,450,000,000.00
取得投资收益收到的现金||10,422,900.63|27,488,337.97
处置固定资产、无形资产和其他长期资产收回的现金净额||32,501,980.35|32,711,584.10
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||18,839,536.49|11,603,673.34
投资活动现金流入小计||1,141,764,417.47|2,521,803,595.41
购建固定资产、无形资产和其他长期资产支付的现金||226,425,350.84|112,929,145.23
投资支付的现金||1,080,000,000.00|1,470,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,306,425,350.84|1,582,929,145.23
投资活动产生的现金流量净额||-164,660,933.37|938,874,450.18
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||25,205,848.65
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
page|62
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||25,205,848.65
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||240,963,742.73|120,000,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||9,458,839.38|1,050,000.00
筹资活动现金流出小计||250,422,582.11|121,050,000.00
筹资活动产生的现金流量净额||-250,422,582.11|-95,844,151.35
四、汇率变动对现金及现金等价物的影响||-2,723,135.49|-7,244,501.75
五、现金及现金等价物净增加额||-82,866,861.35|1,067,234,017.49
加：期初现金及现金等价物余额||1,857,039,491.55|789,805,474.06
六、期末现金及现金等价物余额||1,774,172,630.20|1,857,039,491.55
