page|69
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||997,467,060.93|765,482,085.01
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||43,250,948.98|40,560,790.15
收到其他与经营活动有关的现金||20,088,006.99|23,625,158.47
经营活动现金流入小计||1,060,806,016.90|829,668,033.63
购买商品、接受劳务支付的现金||769,108,114.70|612,464,780.17
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||118,695,194.21|80,632,682.86
支付的各项税费||51,462,076.87|28,971,170.79
支付其他与经营活动有关的现金||93,399,475.01|67,998,560.18
经营活动现金流出小计||1,032,664,860.79|790,067,194.00
经营活动产生的现金流量净额||28,141,156.11|39,600,839.63
二、投资活动产生的现金流量：|||
收回投资收到的现金||30,000,000.00|295,000,000.00
page|70
取得投资收益收到的现金||590,230.04|4,140,118.74
处置固定资产、无形资产和其他长期资产收回的现金净额||502,865.95|354,276.89
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||31,093,095.99|299,494,395.63
购建固定资产、无形资产和其他长期资产支付的现金||78,886,028.65|81,236,816.01
投资支付的现金||25,000,000.00|310,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||0.00|178,613,286.46
支付其他与投资活动有关的现金|||
投资活动现金流出小计||103,886,028.65|569,850,102.47
投资活动产生的现金流量净额||-72,792,932.66|-270,355,706.84
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||267,954,112.00|187,545,400.00
收到其他与筹资活动有关的现金||0.00|52,000,000.00
筹资活动现金流入小计||267,954,112.00|239,545,400.00
偿还债务支付的现金||125,102,739.94|27,581,345.42
分配股利、利润或偿付利息支付的现金||57,312,416.17|29,732,362.85
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||1,015,332.30|30,000,000.00
筹资活动现金流出小计||183,430,488.41|87,313,708.27
筹资活动产生的现金流量净额||84,523,623.59|152,231,691.73
四、汇率变动对现金及现金等价物的影响||2,252,990.41|5,303,674.70
五、现金及现金等价物净增加额||42,124,837.45|-73,219,500.78
加：期初现金及现金等价物余额||184,982,493.60|258,201,994.38
六、期末现金及现金等价物余额||227,107,331.05|184,982,493.60
