page|74
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|1,660,641,657.91|896,533,645.34
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|417,994,357.42|300,111,003.77
应收账款|328,560,103.17|434,622,978.78
page|75
应收款项融资|1,530,000.00|1,384,168.00
预付款项|368,511,938.53|292,570,442.32
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|92,684,013.63|99,125,884.22
其中：应收利息||
应收股利||
买入返售金融资产||
存货|381,076,330.46|690,850,182.47
合同资产||
持有待售资产||
一年内到期的非流动资产|28,072,500.00|
其他流动资产|32,713,049.42|91,037,892.44
流动资产合计|3,311,783,950.54|2,806,236,197.34
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|2,447,500.00|
长期股权投资|4,200,689.76|
其他权益工具投资||
其他非流动金融资产|215,329,521.35|224,326,074.01
投资性房地产||
固定资产|1,622,025,115.18|1,783,540,610.02
在建工程|6,280,406.04|
生产性生物资产||
油气资产||
使用权资产|1,195,794,058.75|
无形资产|475,086,547.20|472,347,463.49
开发支出||
商誉||
长期待摊费用|486,245,016.70|518,847,591.49
递延所得税资产|8,876,783.01|8,104,771.71
page|76
其他非流动资产|8,338,148.94|11,377,639.75
非流动资产合计|4,024,623,786.93|3,018,544,150.47
资产总计|7,336,407,737.47|5,824,780,347.81
流动负债：||
短期借款|3,244,440,826.39|3,037,175,747.17
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|79,995,000.00|214,278,000.00
应付账款|451,749,958.84|701,098,361.89
预收款项||57,248.62
合同负债|106,157,256.68|542,957,706.72
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|624,869.37|594,199.73
应交税费|34,580,707.53|39,689,164.35
其他应付款|291,961,701.41|115,541,686.55
其中：应付利息||1,818,536.68
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|782,293,548.33|70,389,203.86
其他流动负债|15,515,977.60|70,107,717.05
流动负债合计|5,007,319,846.15|4,791,889,035.94
非流动负债：||
保险合同准备金||
长期借款|107,500,000.00|432,000,000.00
应付债券||
其中：优先股||
永续债||
page|77
租赁负债|1,176,179,547.44|
长期应付款|94,166,387.50|4,430,955.91
长期应付职工薪酬||
预计负债|7,869,352.31|7,349,023.89
递延收益|292,977,842.41|332,673,946.97
递延所得税负债|2,781,924.34|2,710,312.59
其他非流动负债||
非流动负债合计|1,681,475,054.00|779,164,239.36
负债合计|6,688,794,900.15|5,571,053,275.30
所有者权益：||
股本|400,319,818.00|324,080,937.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,930,460,584.81|1,447,653,761.87
减：库存股||
其他综合收益||
专项储备||
盈余公积|151,055,131.19|151,055,131.19
一般风险准备||
未分配利润|-1,984,046,643.22|-1,801,535,992.17
归属于母公司所有者权益合计|497,788,890.78|121,253,837.89
少数股东权益|149,823,946.54|132,473,234.62
所有者权益合计|647,612,837.32|253,727,072.51
负债和所有者权益总计|7,336,407,737.47|5,824,780,347.81
