page|117
项目|附注五|本期金额|上期金额
一、经营活动产生的现金流量|||
销售商品、提供劳务收到的现金||426,029,435.66|827,799,502.30
收到的税费返还||3,148,911.60|8,369,158.75
收到其他与经营活动有关的现金|（五十四）|160,898,481.27|182,756,750.20
经营活动现金流入小计||590,076,828.53|1,018,925,411.25
购买商品、接受劳务支付的现金||166,457,100.62|426,797,475.67
支付给职工以及为职工支付的现金||157,427,237.58|176,646,743.29
支付的各项税费||39,583,475.28|58,813,574.55
支付其他与经营活动有关的现金|（五十四）|188,841,048.65|189,720,333.66
经营活动现金流出小计||552,308,862.13|851,978,127.17
经营活动产生的现金流量净额||37,767,966.40|166,947,284.08
二、投资活动产生的现金流量|||
收回投资收到的现金|||12,046,560.00
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||9,063,214.97|60,079,123.80
处置子公司及其他营业单位收到的现金净额||10,430,081.82|
收到其他与投资活动有关的现金|（五十四）|2,692,315.95|73,320,702.43
投资活动现金流入小计||22,185,612.74|145,446,386.23
购建固定资产、无形资产和其他长期资产支付的现金||14,420,736.71|32,232,935.85
投资支付的现金||680,996.40|38,235,497.66
取得子公司及其他营业单位支付的现金净额|||16,193,138.16
支付其他与投资活动有关的现金|（五十四）|2,000,000.00|
投资活动现金流出小计||17,101,733.11|86,661,571.67
投资活动产生的现金流量净额||5,083,879.63|58,784,814.56
三、筹资活动产生的现金流量|||
吸收投资收到的现金|||370,500.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||32,000,000.00|315,655,586.52
收到其他与筹资活动有关的现金|（五十四）|9,000,000.00|2,831,887.02
筹资活动现金流入小计||41,000,000.00|318,857,973.54
偿还债务支付的现金||56,500,000.00|598,930,963.95
分配股利、利润或偿付利息支付的现金||12,139,957.41|40,942,894.37
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|（五十四）|68,360,352.55|23,966,573.95
筹资活动现金流出小计||137,000,309.96|663,840,432.27
筹资活动产生的现金流量净额||-96,000,309.96|-344,982,458.73
四、汇率变动对现金及现金等价物的影响||-872,652.27|-1,679,857.30
五、现金及现金等价物净增加额||-54,021,116.20|-120,930,217.39
加：期初现金及现金等价物余额||151,055,892.38|271,986,109.77
六、期末现金及现金等价物余额||97,034,776.18|151,055,892.38
